1,7,2,7.554913505857302e-6,-1.0792733579796146e-6
2,6,2,4.380875218999077e-6,-1.4602917396663587e-6
3,5,2,9.667387511698948e-7,-5.800432507019369e-7
4,4,2,2.9783308885533587e-6,-2.9783308885533587e-6
5,3,2,1.9315133055381983e-6,-3.2191888425636636e-6
6,2,2,1.6678656782135073e-6,-5.003597034640523e-6
7,1,2,-8.18300468163017e-7,5.728103277141118e-6
1,7,2.05,0.2343694154404264,-0.033481345062918055
2,6,2.05,0.20088807037856213,-0.06696269012618739
3,5,2.05,0.16740672531458706,-0.10044403518875224
4,4,2.05,0.13392538025166859,-0.13392538025166859
5,3,2.05,0.10044403518875177,-0.16740672531458628
6,2,2.05,0.06696269012583368,-0.2008880703775011
7,1,2.05,-0.03348134506293632,0.2343694154405542
1,7,2.1,0.3243675159986781,-0.04633821657123973
2,6,2.1,0.2780292994274365,-0.09267643314247882
3,5,2.1,0.23169108285619863,-0.13901464971371918
4,4,2.1,0.18535286628495498,-0.18535286628495498
5,3,2.1,0.13901464971372218,-0.23169108285620368
6,2,2.1,0.09267643314250217,-0.2780292994275065
7,1,2.1,4.996003610813169e-16,-3.4972025275692186e-15
1,7,2.15,0.3890015847883904,-0.055571654969770054
2,6,2.15,0.3334299298174312,-0.11114330993914374
3,5,2.15,0.27785827484785797,-0.16671496490871476
4,4,2.15,0.2222866198783012,-0.2222866198783012
5,3,2.15,0.16671496490871401,-0.27785827484785675
6,2,2.15,0.11114330993914222,-0.33342992981742664
7,1,2.15,-0.055571654969572254,0.38900158478700575
1,7,2.2,0.4400730030765556,-0.06286757186807937
2,6,2.2,0.37720543120847555,-0.1257351437361585
3,5,2.2,0.31433785934041625,-0.18860271560424977
4,4,2.2,0.251470287472315,-0.251470287472315
5,3,2.2,0.188602715604236,-0.3143378593403933
6,2,2.2,0.12573514373615693,-0.3772054312084709
7,1,2.2,-1.9984014443255134e-14,1.3988810110278593e-13
1,7,2.25,0.48229051703537834,-0.06889864529076833
2,6,2.25,0.41339187174466846,-0.13779729058155613
3,5,2.25,0.3444932264538397,-0.2066959358723038
4,4,2.25,0.27559458116307134,-0.27559458116307134
5,3,2.25,0.20669593587230525,-0.3444932264538421
6,2,2.25,0.13779729058153478,-0.4133918717446044
7,1,2.25,0.06889864529076781,-0.48229051703537473
1,7,2.3,0.518135598962224,-0.07401937128031773
2,6,2.3,0.4441162276808297,-0.14803874256027658
3,5,2.3,0.3700968564006904,-0.2220581138404142
4,4,2.3,0.29607748512097753,-0.29607748512097753
5,3,2.3,0.22205811384041327,-0.3700968564006888
6,2,2.3,0.1480387425602752,-0.4441162276808256
7,1,2.3,0.07401937128014083,-0.5181355989609858
1,7,2.35,0.5491193419220924,-0.07844562027458463
2,6,2.35,0.4706737216474943,-0.15689124054916476
3,5,2.35,0.3922281013729107,-0.23533686082374644
4,4,2.35,0.313782481098339,-0.313782481098339
5,3,2.35,0.2353368608237457,-0.3922281013729095
6,2,2.35,0.15689124054916345,-0.4706737216474903
7,1,2.35,-1.110223024625153e-16,7.77156117237607e-16
1,7,2.4,0.5762484528550317,-0.08232120755071881
2,6,2.4,0.4939272453043114,-0.16464241510143715
3,5,2.4,0.4116060377537879,-0.24696362265227273
4,4,2.4,0.3292848302028728,-0.3292848302028728
5,3,2.4,0.24696362265215419,-0.4116060377535903
6,2,2.4,0.16464241510146677,-0.49392724530440035
7,1,2.4,-0.08232120755073472,0.576248452855143
1,7,2.45,0.60023606025279,-0.08574800860754142
2,6,2.45,0.5144880516452475,-0.17149601721508248
3,5,2.45,0.4287400430377143,-0.2572440258226286
4,4,2.45,0.34299203443016363,-0.34299203443016363
5,3,2.45,0.25724402582262224,-0.42874004303770374
6,2,2.45,0.17149601721508537,-0.5144880516452561
7,1,2.45,-1.70974345792291e-14,1.196820420546037e-13
1,7,2.5,0.6216103105518838,-0.0888014729359834
2,6,2.5,0.532808837616037,-0.17760294587201234
3,5,2.5,0.44400736467991575,-0.2664044188079494
4,4,2.5,0.35520589174393113,-0.35520589174393113
5,3,2.5,0.26640441880794813,-0.4440073646799136
6,2,2.5,0.17760294587196554,-0.5328088376158966
7,1,2.5,1.6653345369377264e-16,-1.1657341758564085e-15
1,7,2.55,0.6407757355926894,-0.09153939079895564
2,6,2.55,0.5492363447937414,-0.18307878159791383
