modeldate,candidate_name,entrance,exit,mean_pct
2019-03-01,Amy Klobuchar,2019-03-01,2020-02-23,2.1510135
2019-03-02,Amy Klobuchar,2019-03-01,2020-02-23,2.152732
2019-03-03,Amy Klobuchar,2019-03-01,2020-02-23,2.152732
2019-03-04,Amy Klobuchar,2019-03-01,2020-02-23,2.2529589
2019-03-05,Amy Klobuchar,2019-03-01,2020-02-23,2.3303383
2019-03-06,Amy Klobuchar,2019-03-01,2020-02-23,2.3303383
2019-03-07,Amy Klobuchar,2019-03-01,2020-02-23,2.3303383
2019-03-08,Amy Klobuchar,2019-03-01,2020-02-23,2.3303383
2019-03-09,Amy Klobuchar,2019-03-01,2020-02-23,2.3303383
2019-03-10,Amy Klobuchar,2019-03-01,2020-02-23,2.3333936
2019-03-11,Amy Klobuchar,2019-03-01,2020-02-23,2.2246949
2019-03-12,Amy Klobuchar,2019-03-01,2020-02-23,2.2246949
2019-03-13,Amy Klobuchar,2019-03-01,2020-02-23,2.2246949
2019-03-14,Amy Klobuchar,2019-03-01,2020-02-23,2.2246949
2019-03-15,Amy Klobuchar,2019-03-01,2020-02-23,2.2246949
2019-03-16,Amy Klobuchar,2019-03-01,2020-02-23,2.2246949
2019-03-17,Amy Klobuchar,2019-03-01,2020-02-23,2.2284348
2019-03-18,Amy Klobuchar,2019-03-01,2020-02-23,2.1497116
2019-03-19,Amy Klobuchar,2019-03-01,2020-02-23,1.627031
2019-03-20,Amy Klobuchar,2019-03-01,2020-02-23,1.627031
2019-03-21,Amy Klobuchar,2019-03-01,2020-02-23,1.5431735
2019-03-22,Amy Klobuchar,2019-03-01,2020-02-23,1.5448414
2019-03-23,Amy Klobuchar,2019-03-01,2020-02-23,1.5448414
2019-03-24,Amy Klobuchar,2019-03-01,2020-02-23,1.5588461
2019-03-25,Amy Klobuchar,2019-03-01,2020-02-23,1.5178461
2019-03-26,Amy Klobuchar,2019-03-01,2020-02-23,1.606752
2019-03-27,Amy Klobuchar,2019-03-01,2020-02-23,1.6016568
2019-03-28,Amy Klobuchar,2019-03-01,2020-02-23,1.6023269
2019-03-29,Amy Klobuchar,2019-03-01,2020-02-23,1.6023269
2019-03-30,Amy Klobuchar,2019-03-01,2020-02-23,1.6023269
2019-03-31,Amy Klobuchar,2019-03-01,2020-02-23,1.6028463
2019-04-01,Amy Klobuchar,2019-03-01,2020-02-23,1.6317479
2019-04-02,Amy Klobuchar,2019-03-01,2020-02-23,1.6317479
2019-04-03,Amy Klobuchar,2019-03-01,2020-02-23,1.6317479
2019-04-04,Amy Klobuchar,2019-03-01,2020-02-23,1.6317479
2019-04-05,Amy Klobuchar,2019-03-01,2020-02-23,1.6319275
2019-04-06,Amy Klobuchar,2019-03-01,2020-02-23,1.6319275
2019-04-07,Amy Klobuchar,2019-03-01,2020-02-23,1.5587771
2019-04-08,Amy Klobuchar,2019-03-01,2020-02-23,1.5882678
2019-04-09,Amy Klobuchar,2019-03-01,2020-02-23,1.5757306
2019-04-10,Amy Klobuchar,2019-03-01,2020-02-23,1.5752823
2019-04-11,Amy Klobuchar,2019-03-01,2020-02-23,1.5854639
2019-04-12,Amy Klobuchar,2019-03-01,2020-02-23,1.5854639
2019-04-13,Amy Klobuchar,2019-03-01,2020-02-23,1.5854639
2019-04-14,Amy Klobuchar,2019-03-01,2020-02-23,1.5854639
2019-04-15,Amy Klobuchar,2019-03-01,2020-02-23,1.3587273
2019-04-16,Amy Klobuchar,2019-03-01,2020-02-23,1.4696691
2019-04-17,Amy Klobuchar,2019-03-01,2020-02-23,1.4696691
2019-04-18,Amy Klobuchar,2019-03-01,2020-02-23,1.4696691
2019-04-19,Amy Klobuchar,2019-03-01,2020-02-23,1.466856
2019-04-20,Amy Klobuchar,2019-03-01,2020-02-23,1.4004306
2019-04-21,Amy Klobuchar,2019-03-01,2020-02-23,1.4004306
2019-04-22,Amy Klobuchar,2019-03-01,2020-02-23,1.3965593
2019-04-23,Amy Klobuchar,2019-03-01,2020-02-23,1.3964222
2019-04-24,Amy Klobuchar,2019-03-01,2020-02-23,1.3319148
2019-04-25,Amy Klobuchar,2019-03-01,2020-02-23,1.3319148
2019-04-26,Amy Klobuchar,2019-03-01,2020-02-23,1.2942387
2019-04-27,Amy Klobuchar,2019-03-01,2020-02-23,1.2942387
2019-04-28,Amy Klobuchar,2019-03-01,2020-02-23,1.2942387
2019-04-29,Amy Klobuchar,2019-03-01,2020-02-23,1.2789713
2019-04-30,Amy Klobuchar,2019-03-01,2020-02-23,1.2251792
2019-05-01,Amy Klobuchar,2019-03-01,2020-02-23,1.237713
2019-05-02,Amy Klobuchar,2019-03-01,2020-02-23,1.266242
2019-05-03,Amy Klobuchar,2019-03-01,2020-02-23,1.26323
2019-05-04,Amy Klobuchar,2019-03-01,2020-02-23,1.26323
2019-05-05,Amy Klobuchar,2019-03-01,2020-02-23,1.1816015
2019-05-06,Amy Klobuchar,2019-03-01,2020-02-23,1.2320387
2019-05-07,Amy Klobuchar,2019-03-01,2020-02-23,1.2320387
2019-05-08,Amy Klobuchar,2019-03-01,2020-02-23,1.2406082
2019-05-09,Amy Klobuchar,2019-03-01,2020-02-23,1.2406394
2019-05-10,Amy Klobuchar,2019-03-01,2020-02-23,1.3149529
2019-05-11,Amy Klobuchar,2019-03-01,2020-02-23,1.3086862
2019-05-12,Amy Klobuchar,2019-03-01,2020-02-23,1.4446889
2019-05-13,Amy Klobuchar,2019-03-01,2020-02-23,1.3977934
2019-05-14,Amy Klobuchar,2019-03-01,2020-02-23,1.3977934
2019-05-15,Amy Klobuchar,2019-03-01,2020-02-23,1.4609665
2019-05-16,Amy Klobuchar,2019-03-01,2020-02-23,1.4609665
2019-05-17,Amy Klobuchar,2019-03-01,2020-02-23,1.4609665
2019-05-18,Amy Klobuchar,2019-03-01,2020-02-23,1.4609665
2019-05-19,Amy Klobuchar,2019-03-01,2020-02-23,1.4658828
2019-05-20,Amy Klobuchar,2019-03-01,2020-02-23,1.383168
2019-05-21,Amy Klobuchar,2019-03-01,2020-02-23,1.5527954
2019-05-22,Amy Klobuchar,2019-03-01,2020-02-23,1.5488746
2019-05-23,Amy Klobuchar,2019-03-01,2020-02-23,1.5488746
2019-05-24,Amy Klobuchar,2019-03-01,2020-02-23,1.5488746
2019-05-25,Amy Klobuchar,2019-03-01,2020-02-23,1.5488746
2019-05-26,Amy Klobuchar,2019-03-01,2020-02-23,1.5381088
2019-05-27,Amy Klobuchar,2019-03-01,2020-02-23,1.4674804
2019-05-28,Amy Klobuchar,2019-03-01,2020-02-23,1.4674804
2019-05-29,Amy Klobuchar,2019-03-01,2020-02-23,1.4789956
2019-05-30,Amy Klobuchar,2019-03-01,2020-02-23,1.4853411
2019-05-31,Amy Klobuchar,2019-03-01,2020-02-23,1.4510193
2019-06-01,Amy Klobuchar,2019-03-01,2020-02-23,1.4601138
2019-06-02,Amy Klobuchar,2019-03-01,2020-02-23,1.4601138
2019-06-03,Amy Klobuchar,2019-03-01,2020-02-23,1.4096447
2019-06-04,Amy Klobuchar,2019-03-01,2020-02-23,1.4040208
2019-06-05,Amy Klobuchar,2019-03-01,2020-02-23,1.4236367
2019-06-06,Amy Klobuchar,2019-03-01,2020-02-23,1.5118128
2019-06-07,Amy Klobuchar,2019-03-01,2020-02-23,1.5039345
2019-06-08,Amy Klobuchar,2019-03-01,2020-02-23,1.5039345
2019-06-09,Amy Klobuchar,2019-03-01,2020-02-23,1.5039345
2019-06-10,Amy Klobuchar,2019-03-01,2020-02-23,1.5235792
2019-06-11,Amy Klobuchar,2019-03-01,2020-02-23,1.4405258
2019-06-12,Amy Klobuchar,2019-03-01,2020-02-23,1.4432982
2019-06-13,Amy Klobuchar,2019-03-01,2020-02-23,1.4825295
2019-06-14,Amy Klobuchar,2019-03-01,2020-02-23,1.4825295
2019-06-15,Amy Klobuchar,2019-03-01,2020-02-23,1.4825671
2019-06-16,Amy Klobuchar,2019-03-01,2020-02-23,1.3928266
2019-06-17,Amy Klobuchar,2019-03-01,2020-02-23,1.3118799
2019-06-18,Amy Klobuchar,2019-03-01,2020-02-23,1.2474521
2019-06-19,Amy Klobuchar,2019-03-01,2020-02-23,1.2474774
2019-06-20,Amy Klobuchar,2019-03-01,2020-02-23,1.2474774
2019-06-21,Amy Klobuchar,2019-03-01,2020-02-23,1.248408
2019-06-22,Amy Klobuchar,2019-03-01,2020-02-23,1.2112378
2019-06-23,Amy Klobuchar,2019-03-01,2020-02-23,1.2112378
2019-06-24,Amy Klobuchar,2019-03-01,2020-02-23,1.1480082
2019-06-25,Amy Klobuchar,2019-03-01,2020-02-23,1.1024353
2019-06-26,Amy Klobuchar,2019-03-01,2020-02-23,1.0837378
2019-06-27,Amy Klobuchar,2019-03-01,2020-02-23,1.0168615
2019-06-28,Amy Klobuchar,2019-03-01,2020-02-23,1.0255715
2019-06-29,Amy Klobuchar,2019-03-01,2020-02-23,0.95646059
2019-06-30,Amy Klobuchar,2019-03-01,2020-02-23,0.94410883
2019-07-01,Amy Klobuchar,2019-03-01,2020-02-23,1.015864
2019-07-02,Amy Klobuchar,2019-03-01,2020-02-23,1.1037204
2019-07-03,Amy Klobuchar,2019-03-01,2020-02-23,1.1030856
2019-07-04,Amy Klobuchar,2019-03-01,2020-02-23,1.1030856
2019-07-05,Amy Klobuchar,2019-03-01,2020-02-23,1.1116253
2019-07-06,Amy Klobuchar,2019-03-01,2020-02-23,1.1116253
2019-07-07,Amy Klobuchar,2019-03-01,2020-02-23,1.1116253
2019-07-08,Amy Klobuchar,2019-03-01,2020-02-23,1.0590257
2019-07-09,Amy Klobuchar,2019-03-01,2020-02-23,1.0292972
2019-07-10,Amy Klobuchar,2019-03-01,2020-02-23,1.0288715
2019-07-11,Amy Klobuchar,2019-03-01,2020-02-23,1.0252321
2019-07-12,Amy Klobuchar,2019-03-01,2020-02-23,1.0242744
2019-07-13,Amy Klobuchar,2019-03-01,2020-02-23,1.0299169
2019-07-14,Amy Klobuchar,2019-03-01,2020-02-23,1.0000829
2019-07-15,Amy Klobuchar,2019-03-01,2020-02-23,0.92581016
2019-07-16,Amy Klobuchar,2019-03-01,2020-02-23,0.92159308
2019-07-17,Amy Klobuchar,2019-03-01,2020-02-23,0.92892384
2019-07-18,Amy Klobuchar,2019-03-01,2020-02-23,0.93413341
2019-07-19,Amy Klobuchar,2019-03-01,2020-02-23,0.91279487
2019-07-20,Amy Klobuchar,2019-03-01,2020-02-23,0.91279487
2019-07-21,Amy Klobuchar,2019-03-01,2020-02-23,0.91279487
2019-07-22,Amy Klobuchar,2019-03-01,2020-02-23,0.91303213
2019-07-23,Amy Klobuchar,2019-03-01,2020-02-23,0.91678385
2019-07-24,Amy Klobuchar,2019-03-01,2020-02-23,1.1611598
2019-07-25,Amy Klobuchar,2019-03-01,2020-02-23,1.1611598
2019-07-26,Amy Klobuchar,2019-03-01,2020-02-23,1.2140976
2019-07-27,Amy Klobuchar,2019-03-01,2020-02-23,1.4285772
2019-07-28,Amy Klobuchar,2019-03-01,2020-02-23,1.359579
2019-07-29,Amy Klobuchar,2019-03-01,2020-02-23,1.2856884
2019-07-30,Amy Klobuchar,2019-03-01,2020-02-23,1.198226
2019-07-31,Amy Klobuchar,2019-03-01,2020-02-23,1.2250267
2019-08-01,Amy Klobuchar,2019-03-01,2020-02-23,1.2623441
2019-08-02,Amy Klobuchar,2019-03-01,2020-02-23,1.2417097
2019-08-03,Amy Klobuchar,2019-03-01,2020-02-23,1.2413619
2019-08-04,Amy Klobuchar,2019-03-01,2020-02-23,1.24971
2019-08-05,Amy Klobuchar,2019-03-01,2020-02-23,1.1255629
2019-08-06,Amy Klobuchar,2019-03-01,2020-02-23,1.1068032
2019-08-07,Amy Klobuchar,2019-03-01,2020-02-23,1.0661865
2019-08-08,Amy Klobuchar,2019-03-01,2020-02-23,1.0684236
2019-08-09,Amy Klobuchar,2019-03-01,2020-02-23,1.0707936
2019-08-10,Amy Klobuchar,2019-03-01,2020-02-23,1.0707211
2019-08-11,Amy Klobuchar,2019-03-01,2020-02-23,1.0781136
2019-08-12,Amy Klobuchar,2019-03-01,2020-02-23,1.0745545
2019-08-13,Amy Klobuchar,2019-03-01,2020-02-23,1.0760636
2019-08-14,Amy Klobuchar,2019-03-01,2020-02-23,1.1429154
2019-08-15,Amy Klobuchar,2019-03-01,2020-02-23,1.1451277
2019-08-16,Amy Klobuchar,2019-03-01,2020-02-23,1.145103
2019-08-17,Amy Klobuchar,2019-03-01,2020-02-23,1.1447553
2019-08-18,Amy Klobuchar,2019-03-01,2020-02-23,1.1460935
2019-08-19,Amy Klobuchar,2019-03-01,2020-02-23,1.0944755
2019-08-20,Amy Klobuchar,2019-03-01,2020-02-23,1.0930218
2019-08-21,Amy Klobuchar,2019-03-01,2020-02-23,1.0182637
2019-08-22,Amy Klobuchar,2019-03-01,2020-02-23,0.96986487
2019-08-23,Amy Klobuchar,2019-03-01,2020-02-23,0.96479163
2019-08-24,Amy Klobuchar,2019-03-01,2020-02-23,0.98008683
2019-08-25,Amy Klobuchar,2019-03-01,2020-02-23,0.97484218
2019-08-26,Amy Klobuchar,2019-03-01,2020-02-23,0.91748615
2019-08-27,Amy Klobuchar,2019-03-01,2020-02-23,0.91958148
2019-08-28,Amy Klobuchar,2019-03-01,2020-02-23,0.93138497
2019-08-29,Amy Klobuchar,2019-03-01,2020-02-23,0.92517327
2019-08-30,Amy Klobuchar,2019-03-01,2020-02-23,0.97131542
2019-08-31,Amy Klobuchar,2019-03-01,2020-02-23,0.97412286
2019-09-01,Amy Klobuchar,2019-03-01,2020-02-23,0.97021506
2019-09-02,Amy Klobuchar,2019-03-01,2020-02-23,0.96303304
2019-09-03,Amy Klobuchar,2019-03-01,2020-02-23,0.95361784
2019-09-04,Amy Klobuchar,2019-03-01,2020-02-23,0.91421094
2019-09-05,Amy Klobuchar,2019-03-01,2020-02-23,0.96367431
2019-09-06,Amy Klobuchar,2019-03-01,2020-02-23,1.0236641
2019-09-07,Amy Klobuchar,2019-03-01,2020-02-23,1.0491615
2019-09-08,Amy Klobuchar,2019-03-01,2020-02-23,1.0470251
2019-09-09,Amy Klobuchar,2019-03-01,2020-02-23,1.0417304
2019-09-10,Amy Klobuchar,2019-03-01,2020-02-23,1.000234
2019-09-11,Amy Klobuchar,2019-03-01,2020-02-23,1.0212691
2019-09-12,Amy Klobuchar,2019-03-01,2020-02-23,1.0430162
2019-09-13,Amy Klobuchar,2019-03-01,2020-02-23,1.0681686
2019-09-14,Amy Klobuchar,2019-03-01,2020-02-23,1.0674288
2019-09-15,Amy Klobuchar,2019-03-01,2020-02-23,1.0674288
2019-09-16,Amy Klobuchar,2019-03-01,2020-02-23,1.1359206
2019-09-17,Amy Klobuchar,2019-03-01,2020-02-23,1.2324684
2019-09-18,Amy Klobuchar,2019-03-01,2020-02-23,1.3486479
2019-09-19,Amy Klobuchar,2019-03-01,2020-02-23,1.3382147
2019-09-20,Amy Klobuchar,2019-03-01,2020-02-23,1.3461515
2019-09-21,Amy Klobuchar,2019-03-01,2020-02-23,1.3177104
2019-09-22,Amy Klobuchar,2019-03-01,2020-02-23,1.336089
2019-09-23,Amy Klobuchar,2019-03-01,2020-02-23,1.3116002
2019-09-24,Amy Klobuchar,2019-03-01,2020-02-23,1.2891403
2019-09-25,Amy Klobuchar,2019-03-01,2020-02-23,1.3114251
2019-09-26,Amy Klobuchar,2019-03-01,2020-02-23,1.3249638
2019-09-27,Amy Klobuchar,2019-03-01,2020-02-23,1.3388281
2019-09-28,Amy Klobuchar,2019-03-01,2020-02-23,1.3388281
2019-09-29,Amy Klobuchar,2019-03-01,2020-02-23,1.3383165
2019-09-30,Amy Klobuchar,2019-03-01,2020-02-23,1.2501842
2019-10-01,Amy Klobuchar,2019-03-01,2020-02-23,1.3230118
2019-10-02,Amy Klobuchar,2019-03-01,2020-02-23,1.3231034
2019-10-03,Amy Klobuchar,2019-03-01,2020-02-23,1.3407513
2019-10-04,Amy Klobuchar,2019-03-01,2020-02-23,1.3006074
2019-10-05,Amy Klobuchar,2019-03-01,2020-02-23,1.2855899
2019-10-06,Amy Klobuchar,2019-03-01,2020-02-23,1.2855899
2019-10-07,Amy Klobuchar,2019-03-01,2020-02-23,1.2723324
2019-10-08,Amy Klobuchar,2019-03-01,2020-02-23,1.3085447
2019-10-09,Amy Klobuchar,2019-03-01,2020-02-23,1.3914694
2019-10-10,Amy Klobuchar,2019-03-01,2020-02-23,1.3778631
2019-10-11,Amy Klobuchar,2019-03-01,2020-02-23,1.4068176
2019-10-12,Amy Klobuchar,2019-03-01,2020-02-23,1.3897097
2019-10-13,Amy Klobuchar,2019-03-01,2020-02-23,1.3897097
2019-10-14,Amy Klobuchar,2019-03-01,2020-02-23,1.3843729
2019-10-15,Amy Klobuchar,2019-03-01,2020-02-23,1.3904132
2019-10-16,Amy Klobuchar,2019-03-01,2020-02-23,1.4167402
2019-10-17,Amy Klobuchar,2019-03-01,2020-02-23,1.5964723
2019-10-18,Amy Klobuchar,2019-03-01,2020-02-23,1.6088713
2019-10-19,Amy Klobuchar,2019-03-01,2020-02-23,1.624783
2019-10-20,Amy Klobuchar,2019-03-01,2020-02-23,1.624783
2019-10-21,Amy Klobuchar,2019-03-01,2020-02-23,1.7271841000000001
2019-10-22,Amy Klobuchar,2019-03-01,2020-02-23,1.7712995
2019-10-23,Amy Klobuchar,2019-03-01,2020-02-23,1.7515639
2019-10-24,Amy Klobuchar,2019-03-01,2020-02-23,1.751635
2019-10-25,Amy Klobuchar,2019-03-01,2020-02-23,1.751635
2019-10-26,Amy Klobuchar,2019-03-01,2020-02-23,1.7903984
2019-10-27,Amy Klobuchar,2019-03-01,2020-02-23,1.8260828
2019-10-28,Amy Klobuchar,2019-03-01,2020-02-23,1.8118718
2019-10-29,Amy Klobuchar,2019-03-01,2020-02-23,1.8106598
2019-10-30,Amy Klobuchar,2019-03-01,2020-02-23,1.8374668
2019-10-31,Amy Klobuchar,2019-03-01,2020-02-23,1.9809617
2019-11-01,Amy Klobuchar,2019-03-01,2020-02-23,2.0723116
2019-11-02,Amy Klobuchar,2019-03-01,2020-02-23,2.0723116
2019-11-03,Amy Klobuchar,2019-03-01,2020-02-23,2.1525723
2019-11-04,Amy Klobuchar,2019-03-01,2020-02-23,2.1203507
2019-11-05,Amy Klobuchar,2019-03-01,2020-02-23,2.0620777
2019-11-06,Amy Klobuchar,2019-03-01,2020-02-23,2.0799101
2019-11-07,Amy Klobuchar,2019-03-01,2020-02-23,2.0799101
2019-11-08,Amy Klobuchar,2019-03-01,2020-02-23,2.0801952
2019-11-09,Amy Klobuchar,2019-03-01,2020-02-23,2.0802212
2019-11-10,Amy Klobuchar,2019-03-01,2020-02-23,2.0802212
2019-11-11,Amy Klobuchar,2019-03-01,2020-02-23,2.1384943
2019-11-12,Amy Klobuchar,2019-03-01,2020-02-23,2.1393259
2019-11-13,Amy Klobuchar,2019-03-01,2020-02-23,2.1730346
2019-11-14,Amy Klobuchar,2019-03-01,2020-02-23,2.1688168
2019-11-15,Amy Klobuchar,2019-03-01,2020-02-23,2.1443957
2019-11-16,Amy Klobuchar,2019-03-01,2020-02-23,2.1443957
2019-11-17,Amy Klobuchar,2019-03-01,2020-02-23,2.1443957
2019-11-18,Amy Klobuchar,2019-03-01,2020-02-23,2.1019817
2019-11-19,Amy Klobuchar,2019-03-01,2020-02-23,2.046782
2019-11-20,Amy Klobuchar,2019-03-01,2020-02-23,2.0557415
2019-11-21,Amy Klobuchar,2019-03-01,2020-02-23,2.0077443
2019-11-22,Amy Klobuchar,2019-03-01,2020-02-23,1.9210119
2019-11-23,Amy Klobuchar,2019-03-01,2020-02-23,1.9872096
2019-11-24,Amy Klobuchar,2019-03-01,2020-02-23,1.9872096
2019-11-25,Amy Klobuchar,2019-03-01,2020-02-23,1.9433237
2019-11-26,Amy Klobuchar,2019-03-01,2020-02-23,2.0010011
2019-11-27,Amy Klobuchar,2019-03-01,2020-02-23,2.091681
2019-11-28,Amy Klobuchar,2019-03-01,2020-02-23,2.0945593
2019-11-29,Amy Klobuchar,2019-03-01,2020-02-23,2.0945593
2019-11-30,Amy Klobuchar,2019-03-01,2020-02-23,2.0972354
2019-12-01,Amy Klobuchar,2019-03-01,2020-02-23,2.097236
2019-12-02,Amy Klobuchar,2019-03-01,2020-02-23,2.099265
2019-12-03,Amy Klobuchar,2019-03-01,2020-02-23,2.098752
2019-12-04,Amy Klobuchar,2019-03-01,2020-02-23,2.138422
2019-12-05,Amy Klobuchar,2019-03-01,2020-02-23,2.09156
2019-12-06,Amy Klobuchar,2019-03-01,2020-02-23,2.09156
2019-12-07,Amy Klobuchar,2019-03-01,2020-02-23,2.09156
2019-12-08,Amy Klobuchar,2019-03-01,2020-02-23,2.09156
2019-12-09,Amy Klobuchar,2019-03-01,2020-02-23,2.201082
2019-12-10,Amy Klobuchar,2019-03-01,2020-02-23,2.218667
2019-12-11,Amy Klobuchar,2019-03-01,2020-02-23,2.203159
2019-12-12,Amy Klobuchar,2019-03-01,2020-02-23,2.203581
2019-12-13,Amy Klobuchar,2019-03-01,2020-02-23,2.203581
2019-12-14,Amy Klobuchar,2019-03-01,2020-02-23,2.203581
2019-12-15,Amy Klobuchar,2019-03-01,2020-02-23,2.433464
2019-12-16,Amy Klobuchar,2019-03-01,2020-02-23,2.651031
2019-12-17,Amy Klobuchar,2019-03-01,2020-02-23,2.627448
2019-12-18,Amy Klobuchar,2019-03-01,2020-02-23,2.704129
2019-12-19,Amy Klobuchar,2019-03-01,2020-02-23,2.781319
2019-12-20,Amy Klobuchar,2019-03-01,2020-02-23,2.758006
2019-12-21,Amy Klobuchar,2019-03-01,2020-02-23,2.758006
2019-12-22,Amy Klobuchar,2019-03-01,2020-02-23,2.758006
2019-12-23,Amy Klobuchar,2019-03-01,2020-02-23,2.893932
2019-12-24,Amy Klobuchar,2019-03-01,2020-02-23,2.893932
2019-12-25,Amy Klobuchar,2019-03-01,2020-02-23,3.131811
2019-12-26,Amy Klobuchar,2019-03-01,2020-02-23,3.131811
2019-12-27,Amy Klobuchar,2019-03-01,2020-02-23,3.131811
2019-12-28,Amy Klobuchar,2019-03-01,2020-02-23,3.131811
2019-12-29,Amy Klobuchar,2019-03-01,2020-02-23,3.131811
2019-12-30,Amy Klobuchar,2019-03-01,2020-02-23,3.338078
2019-12-31,Amy Klobuchar,2019-03-01,2020-02-23,3.338078
2020-01-01,Amy Klobuchar,2019-03-01,2020-02-23,3.344174
2020-01-02,Amy Klobuchar,2019-03-01,2020-02-23,3.344174
2020-01-03,Amy Klobuchar,2019-03-01,2020-02-23,3.169407
2020-01-04,Amy Klobuchar,2019-03-01,2020-02-23,3.169407
2020-01-05,Amy Klobuchar,2019-03-01,2020-02-23,3.169407
2020-01-06,Amy Klobuchar,2019-03-01,2020-02-23,3.143435
2020-01-07,Amy Klobuchar,2019-03-01,2020-02-23,3.257197
2020-01-08,Amy Klobuchar,2019-03-01,2020-02-23,3.1696364
2020-01-09,Amy Klobuchar,2019-03-01,2020-02-23,2.971435
2020-01-10,Amy Klobuchar,2019-03-01,2020-02-23,2.98785
2020-01-11,Amy Klobuchar,2019-03-01,2020-02-23,2.98785
2020-01-12,Amy Klobuchar,2019-03-01,2020-02-23,2.98785
2020-01-13,Amy Klobuchar,2019-03-01,2020-02-23,3.138146
2020-01-14,Amy Klobuchar,2019-03-01,2020-02-23,3.149345
2020-01-15,Amy Klobuchar,2019-03-01,2020-02-23,3.138095
2020-01-16,Amy Klobuchar,2019-03-01,2020-02-23,3.132414
2020-01-17,Amy Klobuchar,2019-03-01,2020-02-23,2.91095
2020-01-18,Amy Klobuchar,2019-03-01,2020-02-23,2.91095
2020-01-19,Amy Klobuchar,2019-03-01,2020-02-23,2.910403
2020-01-20,Amy Klobuchar,2019-03-01,2020-02-23,2.90876
2020-01-21,Amy Klobuchar,2019-03-01,2020-02-23,2.900587
2020-01-22,Amy Klobuchar,2019-03-01,2020-02-23,3.186859
2020-01-23,Amy Klobuchar,2019-03-01,2020-02-23,3.291598
2020-01-24,Amy Klobuchar,2019-03-01,2020-02-23,3.257086
2020-01-25,Amy Klobuchar,2019-03-01,2020-02-23,3.258712
2020-01-26,Amy Klobuchar,2019-03-01,2020-02-23,3.235445
2020-01-27,Amy Klobuchar,2019-03-01,2020-02-23,3.254578
2020-01-28,Amy Klobuchar,2019-03-01,2020-02-23,3.565902
2020-01-29,Amy Klobuchar,2019-03-01,2020-02-23,3.65329
2020-01-30,Amy Klobuchar,2019-03-01,2020-02-23,3.47924
2020-01-31,Amy Klobuchar,2019-03-01,2020-02-23,3.503309
2020-02-01,Amy Klobuchar,2019-03-01,2020-02-23,3.502244
2020-02-02,Amy Klobuchar,2019-03-01,2020-02-23,3.482847
2020-02-03,Amy Klobuchar,2019-03-01,2020-02-23,3.481234
2020-02-04,Amy Klobuchar,2019-03-01,2020-02-23,3.501531
2020-02-05,Amy Klobuchar,2019-03-01,2020-02-23,4.763506
2020-02-06,Amy Klobuchar,2019-03-01,2020-02-23,3.779541
2020-02-07,Amy Klobuchar,2019-03-01,2020-02-23,3.777914
2020-02-08,Amy Klobuchar,2019-03-01,2020-02-23,3.77087
2020-02-09,Amy Klobuchar,2019-03-01,2020-02-23,3.764751
2020-02-10,Amy Klobuchar,2019-03-01,2020-02-23,3.72296
2020-02-11,Amy Klobuchar,2019-03-01,2020-02-23,3.930335
2020-02-12,Amy Klobuchar,2019-03-01,2020-02-23,4.292467
2020-02-13,Amy Klobuchar,2019-03-01,2020-02-23,4.647203
2020-02-14,Amy Klobuchar,2019-03-01,2020-02-23,4.663634
2020-02-15,Amy Klobuchar,2019-03-01,2020-02-23,4.663634
2020-02-16,Amy Klobuchar,2019-03-01,2020-02-23,4.663634
2020-02-17,Amy Klobuchar,2019-03-01,2020-02-23,4.699406
2020-02-18,Amy Klobuchar,2019-03-01,2020-02-23,5.280673
2020-02-19,Amy Klobuchar,2019-03-01,2020-02-23,5.610174
2020-02-20,Amy Klobuchar,2019-03-01,2020-02-23,5.590165
2020-02-21,Amy Klobuchar,2019-03-01,2020-02-23,5.815108
2020-02-22,Amy Klobuchar,2019-03-01,2020-02-23,5.815108
2020-02-23,Amy Klobuchar,2019-03-01,2020-02-23,5.522536
2019-03-01,Andrew Yang,2019-03-01,2020-02-11,0.1
2019-03-02,Andrew Yang,2019-03-01,2020-02-11,0.1
2019-03-03,Andrew Yang,2019-03-01,2020-02-11,0.1
2019-03-04,Andrew Yang,2019-03-01,2020-02-11,0.1
2019-03-05,Andrew Yang,2019-03-01,2020-02-11,0.58900567
2019-03-06,Andrew Yang,2019-03-01,2020-02-11,0.58900567
2019-03-07,Andrew Yang,2019-03-01,2020-02-11,0.58900567
2019-03-08,Andrew Yang,2019-03-01,2020-02-11,0.58900567
2019-03-09,Andrew Yang,2019-03-01,2020-02-11,0.58900567
2019-03-10,Andrew Yang,2019-03-01,2020-02-11,0.58900567
2019-03-11,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-12,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-13,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-14,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-15,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-16,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-17,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-18,Andrew Yang,2019-03-01,2020-02-11,0.89557486
2019-03-19,Andrew Yang,2019-03-01,2020-02-11,1.1757298
2019-03-20,Andrew Yang,2019-03-01,2020-02-11,1.1757298
2019-03-21,Andrew Yang,2019-03-01,2020-02-11,1.1243931
2019-03-22,Andrew Yang,2019-03-01,2020-02-11,1.1243931
