beta,n_1,s_1,s_2,group,stable
12.32,4,0.5,0.001,2.0,False
12.32,5,0.316,0.316,1.0,False
12.32,5,0.447,0.002,2.0,False
12.36,1,0.316,0.316,1.0,False
12.36,1,1.0,0.0,2.0,True
12.36,2,0.316,0.316,1.0,False
12.36,2,0.707,0.0,2.0,False
12.36,3,0.316,0.316,1.0,False
12.36,3,0.577,0.0,2.0,False
12.36,4,0.316,0.316,1.0,False
12.36,4,0.5,0.001,2.0,False
12.36,5,0.316,0.316,1.0,False
12.36,5,0.447,0.002,2.0,False
12.4,1,0.316,0.316,1.0,False
12.4,1,1.0,0.0,2.0,True
12.4,2,0.316,0.316,1.0,False
12.4,2,0.707,0.0,2.0,False
12.4,3,0.316,0.316,1.0,False
12.4,3,0.577,0.0,2.0,False
12.4,4,0.316,0.316,1.0,False
12.4,4,0.5,0.001,2.0,False
12.4,5,0.316,0.316,1.0,False
12.4,5,0.447,0.002,2.0,False
12.44,1,0.316,0.316,1.0,False
12.44,1,1.0,0.0,2.0,True
12.44,2,0.316,0.316,1.0,False
12.44,2,0.707,0.0,2.0,False
12.44,3,0.316,0.316,1.0,False
12.44,3,0.577,0.0,2.0,False
12.44,4,0.316,0.316,1.0,False
12.44,4,0.5,0.001,2.0,False
12.44,5,0.316,0.316,1.0,False
12.44,5,0.447,0.002,2.0,False
12.48,1,0.316,0.316,1.0,False
12.48,1,1.0,0.0,2.0,True
12.48,2,0.316,0.316,1.0,False
12.48,2,0.707,0.0,2.0,False
12.48,3,0.316,0.316,1.0,False
12.48,3,0.577,0.0,2.0,False
12.48,4,0.316,0.316,1.0,False
12.48,4,0.5,0.001,2.0,False
12.48,5,0.316,0.316,1.0,False
12.48,5,0.447,0.002,2.0,False
12.52,1,0.316,0.316,1.0,False
12.52,1,1.0,0.0,2.0,True
12.52,2,0.316,0.316,1.0,False
12.52,2,0.707,0.0,2.0,False
12.52,3,0.316,0.316,1.0,False
12.52,3,0.577,0.0,2.0,False
12.52,4,0.316,0.316,1.0,False
12.52,4,0.5,0.001,2.0,False
12.52,5,0.316,0.316,1.0,False
12.52,5,0.447,0.002,2.0,False
12.56,1,0.316,0.316,1.0,False
12.56,1,1.0,0.0,2.0,True
12.56,2,0.316,0.316,1.0,False
12.56,2,0.707,0.0,2.0,False
12.56,3,0.316,0.316,1.0,False
12.56,3,0.577,0.0,2.0,False
12.56,4,0.316,0.316,1.0,False
12.56,4,0.5,0.001,2.0,False
12.56,5,0.316,0.316,1.0,False
12.56,5,0.447,0.002,2.0,False
12.6,1,0.316,0.316,1.0,False
12.6,1,1.0,0.0,2.0,True
12.6,2,0.316,0.316,1.0,False
12.6,2,0.707,0.0,2.0,False
12.6,3,0.316,0.316,1.0,False
12.6,3,0.577,0.0,2.0,False
12.6,4,0.316,0.316,1.0,False
12.6,4,0.5,0.001,2.0,False
12.6,5,0.316,0.316,1.0,False
12.6,5,0.447,0.002,2.0,False
12.64,1,0.316,0.316,1.0,False
12.64,1,1.0,0.0,2.0,True
12.64,2,0.316,0.316,1.0,False
12.64,2,0.707,0.0,2.0,False
12.64,3,0.316,0.316,1.0,False
12.64,3,0.577,0.0,2.0,False
12.64,4,0.316,0.316,1.0,False
12.64,4,0.5,0.001,2.0,False
12.64,5,0.316,0.316,1.0,False
12.64,5,0.447,0.002,2.0,False
12.68,1,0.316,0.316,1.0,False
12.68,1,1.0,0.0,2.0,True
12.68,2,0.316,0.316,1.0,False
12.68,2,0.707,0.0,2.0,False
12.68,3,0.316,0.316,1.0,False
12.68,3,0.577,0.0,2.0,False
12.68,4,0.316,0.316,1.0,False
12.68,4,0.5,0.001,2.0,False
12.68,5,0.316,0.316,1.0,False
12.68,5,0.447,0.002,2.0,False
12.72,1,0.316,0.316,1.0,False
12.72,1,1.0,0.0,2.0,True
12.72,2,0.316,0.316,1.0,False
12.72,2,0.707,0.0,2.0,False
12.72,3,0.316,0.316,1.0,False
12.72,3,0.577,0.0,2.0,False
12.72,4,0.316,0.316,1.0,False
12.72,4,0.5,0.001,2.0,False
12.72,5,0.316,0.316,1.0,False
12.72,5,0.447,0.002,2.0,False
12.76,1,0.316,0.316,1.0,False
12.76,1,1.0,0.0,2.0,True
12.76,2,0.316,0.316,1.0,False
12.76,2,0.707,0.0,2.0,False
12.76,3,0.316,0.316,1.0,False
12.76,3,0.577,0.0,2.0,False
12.76,4,0.316,0.316,1.0,False
12.76,4,0.5,0.001,2.0,False
12.76,5,0.316,0.316,1.0,False
12.76,5,0.447,0.002,2.0,False
12.8,1,0.316,0.316,1.0,False
12.8,1,1.0,0.0,2.0,True
12.8,2,0.316,0.316,1.0,False
12.8,2,0.707,0.0,2.0,False
12.8,3,0.316,0.316,1.0,False
12.8,3,0.577,0.0,2.0,False
12.8,4,0.316,0.316,1.0,False
12.8,4,0.5,0.001,2.0,False
12.8,5,0.316,0.316,1.0,False
12.8,5,0.447,0.001,2.0,False
12.84,1,0.316,0.316,1.0,False
12.84,1,1.0,0.0,2.0,True
12.84,2,0.316,0.316,1.0,False
12.84,2,0.707,0.0,2.0,False
12.84,3,0.316,0.316,1.0,False
12.84,3,0.577,0.0,2.0,False
12.84,4,0.316,0.316,1.0,False
12.84,4,0.5,0.001,2.0,False
12.84,5,0.316,0.316,1.0,False
12.84,5,0.447,0.001,2.0,False
12.88,1,0.316,0.316,1.0,False
12.88,1,1.0,0.0,2.0,True
12.88,2,0.316,0.316,1.0,False
12.88,2,0.707,0.0,2.0,False
12.88,3,0.316,0.316,1.0,False
12.88,3,0.577,0.0,2.0,False
12.88,4,0.316,0.316,1.0,False
12.88,4,0.5,0.001,2.0,False
12.88,5,0.316,0.316,1.0,False
12.88,5,0.447,0.001,2.0,False
12.92,1,0.316,0.316,1.0,False
12.92,1,1.0,0.0,2.0,True
12.92,2,0.316,0.316,1.0,False
12.92,2,0.707,0.0,2.0,False
12.92,3,0.316,0.316,1.0,False
12.92,3,0.577,0.0,2.0,False
12.92,4,0.316,0.316,1.0,False
12.92,4,0.5,0.001,2.0,False
12.92,5,0.316,0.316,1.0,False
12.92,5,0.447,0.001,2.0,False
12.96,1,0.316,0.316,1.0,False
12.96,1,1.0,0.0,2.0,True
12.96,2,0.316,0.316,1.0,False
12.96,2,0.707,0.0,2.0,False
12.96,3,0.316,0.316,1.0,False
12.96,3,0.577,0.0,2.0,False
12.96,4,0.316,0.316,1.0,False
12.96,4,0.5,0.001,2.0,False
12.96,5,0.316,0.316,1.0,False
12.96,5,0.447,0.001,2.0,False
13.0,1,0.316,0.316,1.0,False
13.0,1,1.0,0.0,2.0,True
13.0,2,0.316,0.316,1.0,False
13.0,2,0.707,0.0,2.0,False
13.0,3,0.316,0.316,1.0,False
13.0,3,0.577,0.0,2.0,False
13.0,4,0.316,0.316,1.0,False
13.0,4,0.5,0.001,2.0,False
13.0,5,0.316,0.316,1.0,False
13.0,5,0.447,0.001,2.0,False
13.040000000000001,1,0.316,0.316,1.0,False
13.040000000000001,1,1.0,0.0,2.0,True
13.040000000000001,2,0.316,0.316,1.0,False
13.040000000000001,2,0.707,0.0,2.0,False
13.040000000000001,3,0.316,0.316,1.0,False
13.040000000000001,3,0.577,0.0,2.0,False
13.040000000000001,4,0.316,0.316,1.0,False
13.040000000000001,4,0.5,0.001,2.0,False
13.040000000000001,5,0.316,0.316,1.0,False
13.040000000000001,5,0.447,0.001,2.0,False
13.08,1,0.316,0.316,1.0,False
13.08,1,1.0,0.0,2.0,True
13.08,2,0.316,0.316,1.0,False
13.08,2,0.707,0.0,2.0,False
13.08,3,0.316,0.316,1.0,False
13.08,3,0.577,0.0,2.0,False
13.08,4,0.316,0.316,1.0,False
13.08,4,0.5,0.001,2.0,False
13.08,5,0.316,0.316,1.0,False
13.08,5,0.447,0.001,2.0,False
13.120000000000001,1,0.316,0.316,1.0,False
13.120000000000001,1,1.0,0.0,2.0,True
13.120000000000001,2,0.316,0.316,1.0,False
13.120000000000001,2,0.707,0.0,2.0,False
13.120000000000001,3,0.316,0.316,1.0,False
13.120000000000001,3,0.577,0.0,2.0,False
13.120000000000001,4,0.316,0.316,1.0,False
13.120000000000001,4,0.5,0.001,2.0,False
13.120000000000001,5,0.316,0.316,1.0,False
13.120000000000001,5,0.447,0.001,2.0,False
13.16,1,0.316,0.316,1.0,False
13.16,1,1.0,0.0,2.0,True
13.16,2,0.316,0.316,1.0,False
13.16,2,0.707,0.0,2.0,False
13.16,3,0.316,0.316,1.0,False
13.16,3,0.577,0.0,2.0,False
13.16,4,0.316,0.316,1.0,False
13.16,4,0.5,0.001,2.0,False
13.16,5,0.316,0.316,1.0,False
13.16,5,0.447,0.001,2.0,False
13.200000000000001,1,0.316,0.316,1.0,False
13.200000000000001,1,1.0,0.0,2.0,True
13.200000000000001,2,0.316,0.316,1.0,False
13.200000000000001,2,0.707,0.0,2.0,False
13.200000000000001,3,0.316,0.316,1.0,False
13.200000000000001,3,0.577,0.0,2.0,False
13.200000000000001,4,0.316,0.316,1.0,False
13.200000000000001,4,0.5,0.001,2.0,False
13.200000000000001,5,0.316,0.316,1.0,False
13.200000000000001,5,0.447,0.001,2.0,False
13.24,1,0.316,0.316,1.0,False
13.24,1,1.0,0.0,2.0,True
13.24,2,0.316,0.316,1.0,False
13.24,2,0.707,0.0,2.0,False
13.24,3,0.316,0.316,1.0,False
13.24,3,0.577,0.0,2.0,False
13.24,4,0.316,0.316,1.0,False
13.24,4,0.5,0.001,2.0,False
13.24,5,0.316,0.316,1.0,False
13.24,5,0.447,0.001,2.0,False
13.280000000000001,1,0.316,0.316,1.0,False
13.280000000000001,1,1.0,0.0,2.0,True
13.280000000000001,2,0.316,0.316,1.0,False
13.280000000000001,2,0.707,0.0,2.0,False
13.280000000000001,3,0.316,0.316,1.0,False
13.280000000000001,3,0.577,0.0,2.0,False
13.280000000000001,4,0.316,0.316,1.0,False
13.280000000000001,4,0.5,0.001,2.0,False
13.280000000000001,5,0.316,0.316,1.0,False
13.280000000000001,5,0.447,0.001,2.0,False
13.32,1,0.316,0.316,1.0,False
13.32,1,1.0,0.0,2.0,True
13.32,2,0.316,0.316,1.0,False
13.32,2,0.707,0.0,2.0,False
13.32,3,0.316,0.316,1.0,False
13.32,3,0.577,0.0,2.0,False
13.32,4,0.316,0.316,1.0,False
13.32,4,0.5,0.001,2.0,False
13.32,5,0.316,0.316,1.0,False
13.32,5,0.447,0.001,2.0,False
13.36,1,0.316,0.316,1.0,False
13.36,1,1.0,0.0,2.0,True
13.36,2,0.316,0.316,1.0,False
13.36,2,0.707,0.0,2.0,False
13.36,3,0.316,0.316,1.0,False
13.36,3,0.577,0.0,2.0,False
13.36,4,0.316,0.316,1.0,False
13.36,4,0.5,0.001,2.0,False
13.36,5,0.316,0.316,1.0,False
13.36,5,0.447,0.001,2.0,False
13.4,1,0.316,0.316,1.0,False
13.4,1,1.0,0.0,2.0,True
13.4,2,0.316,0.316,1.0,False
13.4,2,0.707,0.0,2.0,False
13.4,3,0.316,0.316,1.0,False
13.4,3,0.577,0.0,2.0,False
13.4,4,0.316,0.316,1.0,False
13.4,4,0.5,0.001,2.0,False
13.4,5,0.316,0.316,1.0,False
13.4,5,0.447,0.001,2.0,False
13.44,1,0.316,0.316,1.0,False
13.44,1,1.0,0.0,2.0,True
13.44,2,0.316,0.316,1.0,False
13.44,2,0.707,0.0,2.0,False
13.44,3,0.316,0.316,1.0,False
13.44,3,0.577,0.0,2.0,False
13.44,4,0.316,0.316,1.0,False
13.44,4,0.5,0.001,2.0,False
13.44,5,0.316,0.316,1.0,False
13.44,5,0.447,0.001,2.0,False
13.48,1,0.316,0.316,1.0,False
13.48,1,1.0,0.0,2.0,True
13.48,2,0.316,0.316,1.0,False
13.48,2,0.707,0.0,2.0,False
13.48,3,0.316,0.316,1.0,False
13.48,3,0.577,0.0,2.0,False
13.48,4,0.316,0.316,1.0,False
13.48,4,0.5,0.001,2.0,False
13.48,5,0.316,0.316,1.0,False
13.48,5,0.447,0.001,2.0,False
13.52,1,0.316,0.316,1.0,False
13.52,1,1.0,0.0,2.0,True
13.52,2,0.316,0.316,1.0,False
13.52,2,0.707,0.0,2.0,False
13.52,3,0.316,0.316,1.0,False
13.52,3,0.577,0.0,2.0,False
13.52,4,0.316,0.316,1.0,False
13.52,4,0.5,0.001,2.0,False
13.52,5,0.316,0.316,1.0,False
13.52,5,0.447,0.001,2.0,False
13.56,1,0.316,0.316,1.0,False
13.56,1,1.0,0.0,2.0,True
13.56,2,0.316,0.316,1.0,False
13.56,2,0.707,0.0,2.0,False
13.56,3,0.316,0.316,1.0,False
13.56,3,0.577,0.0,2.0,False
13.56,4,0.316,0.316,1.0,False
13.56,4,0.5,0.001,2.0,False
13.56,5,0.316,0.316,1.0,False
13.56,5,0.447,0.001,2.0,False
13.6,1,0.316,0.316,1.0,False
13.6,1,1.0,0.0,2.0,True
13.6,2,0.316,0.316,1.0,False
13.6,2,0.707,0.0,2.0,False
13.6,3,0.316,0.316,1.0,False
13.6,3,0.577,0.0,2.0,False
13.6,4,0.316,0.316,1.0,False
13.6,4,0.5,0.001,2.0,False
13.6,5,0.316,0.316,1.0,False
13.6,5,0.447,0.001,2.0,False
13.64,1,0.316,0.316,1.0,False
13.64,1,1.0,0.0,2.0,True
13.64,2,0.316,0.316,1.0,False
13.64,2,0.707,0.0,2.0,False
13.64,3,0.316,0.316,1.0,False
13.64,3,0.577,0.0,2.0,False
13.64,4,0.316,0.316,1.0,False
13.64,4,0.5,0.001,2.0,False
13.64,5,0.316,0.316,1.0,False
13.64,5,0.447,0.001,2.0,False
13.68,1,0.316,0.316,1.0,False
13.68,1,1.0,0.0,2.0,True
13.68,2,0.316,0.316,1.0,False
13.68,2,0.707,0.0,2.0,False
13.68,3,0.316,0.316,1.0,False
13.68,3,0.577,0.0,2.0,False
13.68,4,0.316,0.316,1.0,False
13.68,4,0.5,0.001,2.0,False
13.68,5,0.316,0.316,1.0,False
13.68,5,0.447,0.001,2.0,False
13.72,1,0.316,0.316,1.0,False
13.72,1,1.0,0.0,2.0,True
13.72,2,0.316,0.316,1.0,False
13.72,2,0.707,0.0,2.0,False
13.72,3,0.316,0.316,1.0,False
13.72,3,0.577,0.0,2.0,False
13.72,4,0.316,0.316,1.0,False
13.72,4,0.5,0.001,2.0,False
13.72,5,0.316,0.316,1.0,False
13.72,5,0.447,0.001,2.0,False
13.76,1,0.316,0.316,1.0,False
13.76,1,1.0,0.0,2.0,True
13.76,2,0.316,0.316,1.0,False
13.76,2,0.707,0.0,2.0,False
13.76,3,0.316,0.316,1.0,False
13.76,3,0.577,0.0,2.0,False
13.76,4,0.316,0.316,1.0,False
13.76,4,0.5,0.001,2.0,False
13.76,5,0.316,0.316,1.0,False
13.76,5,0.447,0.001,2.0,False
13.8,1,0.316,0.316,1.0,False
13.8,1,1.0,0.0,2.0,True
13.8,2,0.316,0.316,1.0,False
13.8,2,0.707,0.0,2.0,False
13.8,3,0.316,0.316,1.0,False
13.8,3,0.577,0.0,2.0,False
13.8,4,0.316,0.316,1.0,False
13.8,4,0.5,0.001,2.0,False
13.8,5,0.316,0.316,1.0,False
13.8,5,0.447,0.001,2.0,False
13.84,1,0.316,0.316,1.0,False
13.84,1,1.0,0.0,2.0,True
13.84,2,0.316,0.316,1.0,False
13.84,2,0.707,0.0,2.0,False
13.84,3,0.316,0.316,1.0,False
13.84,3,0.577,0.0,2.0,False
13.84,4,0.316,0.316,1.0,False
13.84,4,0.5,0.0,2.0,False
13.84,5,0.316,0.316,1.0,False
13.84,5,0.447,0.001,2.0,False
13.88,1,0.316,0.316,1.0,False
13.88,1,1.0,0.0,2.0,True
13.88,2,0.316,0.316,1.0,False
13.88,2,0.707,0.0,2.0,False
13.88,3,0.316,0.316,1.0,False
13.88,3,0.577,0.0,2.0,False
13.88,4,0.316,0.316,1.0,False
13.88,4,0.5,0.0,2.0,False
13.88,5,0.316,0.316,1.0,False
13.88,5,0.447,0.001,2.0,False
13.92,1,0.316,0.316,1.0,False
13.92,1,1.0,0.0,2.0,True
13.92,2,0.316,0.316,1.0,False
13.92,2,0.707,0.0,2.0,False
13.92,3,0.316,0.316,1.0,False
13.92,3,0.577,0.0,2.0,False
13.92,4,0.316,0.316,1.0,False
13.92,4,0.5,0.0,2.0,False
13.92,5,0.316,0.316,1.0,False
13.92,5,0.447,0.001,2.0,False
13.96,1,0.316,0.316,1.0,False
13.96,1,1.0,0.0,2.0,True
13.96,2,0.316,0.316,1.0,False
13.96,2,0.707,0.0,2.0,False
13.96,3,0.316,0.316,1.0,False
13.96,3,0.577,0.0,2.0,False
13.96,4,0.316,0.316,1.0,False
13.96,4,0.5,0.0,2.0,False
13.96,5,0.316,0.316,1.0,False
13.96,5,0.447,0.001,2.0,False
14.0,1,0.316,0.316,1.0,False
14.0,1,1.0,0.0,2.0,True
14.0,2,0.316,0.316,1.0,False
14.0,2,0.707,0.0,2.0,False
14.0,3,0.316,0.316,1.0,False
14.0,3,0.577,0.0,2.0,False
14.0,4,0.316,0.316,1.0,False
14.0,4,0.5,0.0,2.0,False
14.0,5,0.316,0.316,1.0,False
14.0,5,0.447,0.001,2.0,False
14.040000000000001,1,0.316,0.316,1.0,False
14.040000000000001,1,1.0,0.0,2.0,True
14.040000000000001,2,0.316,0.316,1.0,False
14.040000000000001,2,0.707,0.0,2.0,False
14.040000000000001,3,0.316,0.316,1.0,False
14.040000000000001,3,0.577,0.0,2.0,False
14.040000000000001,4,0.316,0.316,1.0,False
14.040000000000001,4,0.5,0.0,2.0,False
14.040000000000001,5,0.316,0.316,1.0,False
14.040000000000001,5,0.447,0.001,2.0,False
14.08,1,0.316,0.316,1.0,False
14.08,1,1.0,0.0,2.0,True
14.08,2,0.316,0.316,1.0,False
14.08,2,0.707,0.0,2.0,False
14.08,3,0.316,0.316,1.0,False
14.08,3,0.577,0.0,2.0,False
14.08,4,0.316,0.316,1.0,False
14.08,4,0.5,0.0,2.0,False
14.08,5,0.316,0.316,1.0,False
14.08,5,0.447,0.001,2.0,False
14.120000000000001,1,0.316,0.316,1.0,False
14.120000000000001,1,1.0,0.0,2.0,True
14.120000000000001,2,0.316,0.316,1.0,False
14.120000000000001,2,0.707,0.0,2.0,False
14.120000000000001,3,0.316,0.316,1.0,False
14.120000000000001,3,0.577,0.0,2.0,False
14.120000000000001,4,0.316,0.316,1.0,False
14.120000000000001,4,0.5,0.0,2.0,False
14.120000000000001,5,0.316,0.316,1.0,False
14.120000000000001,5,0.447,0.001,2.0,False
14.16,1,0.316,0.316,1.0,False
14.16,1,1.0,0.0,2.0,True
14.16,2,0.316,0.316,1.0,False
14.16,2,0.707,0.0,2.0,False
14.16,3,0.316,0.316,1.0,False
14.16,3,0.577,0.0,2.0,False
14.16,4,0.316,0.316,1.0,False
14.16,4,0.5,0.0,2.0,False
14.16,5,0.316,0.316,1.0,False
14.16,5,0.447,0.001,2.0,False
14.200000000000001,1,0.316,0.316,1.0,False
14.200000000000001,1,1.0,0.0,2.0,True
14.200000000000001,2,0.316,0.316,1.0,False
14.200000000000001,2,0.707,0.0,2.0,False
14.200000000000001,3,0.316,0.316,1.0,False
14.200000000000001,3,0.577,0.0,2.0,False
14.200000000000001,4,0.316,0.316,1.0,False
14.200000000000001,4,0.5,0.0,2.0,False
14.200000000000001,5,0.316,0.316,1.0,False
14.200000000000001,5,0.447,0.001,2.0,False
14.24,1,0.316,0.316,1.0,False
14.24,1,1.0,0.0,2.0,True
14.24,2,0.316,0.316,1.0,False
14.24,2,0.707,0.0,2.0,False
14.24,3,0.316,0.316,1.0,False
14.24,3,0.577,0.0,2.0,False
14.24,4,0.316,0.316,1.0,False
14.24,4,0.5,0.0,2.0,False
14.24,5,0.316,0.316,1.0,False
14.24,5,0.447,0.001,2.0,False
14.280000000000001,1,0.316,0.316,1.0,False
14.280000000000001,1,1.0,0.0,2.0,True
14.280000000000001,2,0.316,0.316,1.0,False
14.280000000000001,2,0.707,0.0,2.0,False
14.280000000000001,3,0.316,0.316,1.0,False
14.280000000000001,3,0.577,0.0,2.0,False
14.280000000000001,4,0.316,0.316,1.0,False
14.280000000000001,4,0.5,0.0,2.0,False
14.280000000000001,5,0.316,0.316,1.0,False
14.280000000000001,5,0.447,0.001,2.0,False
14.32,1,0.316,0.316,1.0,False
14.32,1,1.0,0.0,2.0,True
14.32,2,0.316,0.316,1.0,False
14.32,2,0.707,0.0,2.0,False
14.32,3,0.316,0.316,1.0,False
14.32,3,0.577,0.0,2.0,False
14.32,4,0.316,0.316,1.0,False
14.32,4,0.5,0.0,2.0,False
14.32,5,0.316,0.316,1.0,False
14.32,5,0.447,0.001,2.0,False
14.36,1,0.316,0.316,1.0,False
14.36,1,1.0,0.0,2.0,True
14.36,2,0.316,0.316,1.0,False
14.36,2,0.707,0.0,2.0,False
14.36,3,0.316,0.316,1.0,False
14.36,3,0.577,0.0,2.0,False
14.36,4,0.316,0.316,1.0,False
14.36,4,0.5,0.0,2.0,False
14.36,5,0.316,0.316,1.0,False
14.36,5,0.447,0.001,2.0,False
14.4,1,0.316,0.316,1.0,False
14.4,1,1.0,0.0,2.0,True
14.4,2,0.316,0.316,1.0,False
14.4,2,0.707,0.0,2.0,False
14.4,3,0.316,0.316,1.0,False
14.4,3,0.577,0.0,2.0,False
14.4,4,0.316,0.316,1.0,False
14.4,4,0.5,0.0,2.0,False
14.4,5,0.316,0.316,1.0,False
14.4,5,0.447,0.001,2.0,False
14.44,1,0.316,0.316,1.0,False
14.44,1,1.0,0.0,2.0,True
14.44,2,0.316,0.316,1.0,False
14.44,2,0.707,0.0,2.0,False
14.44,3,0.316,0.316,1.0,False
14.44,3,0.577,0.0,2.0,False
14.44,4,0.316,0.316,1.0,False
14.44,4,0.5,0.0,2.0,False
14.44,5,0.316,0.316,1.0,False
14.44,5,0.447,0.001,2.0,False
14.48,1,0.316,0.316,1.0,False
14.48,1,1.0,0.0,2.0,True
14.48,2,0.316,0.316,1.0,False
14.48,2,0.707,0.0,2.0,False
14.48,3,0.316,0.316,1.0,False
14.48,3,0.577,0.0,2.0,False
14.48,4,0.316,0.316,1.0,False
14.48,4,0.5,0.0,2.0,False
14.48,5,0.316,0.316,1.0,False
14.48,5,0.447,0.001,2.0,False
14.52,1,0.316,0.316,1.0,False
14.52,1,1.0,0.0,2.0,True
14.52,2,0.316,0.316,1.0,False
14.52,2,0.707,0.0,2.0,False
14.52,3,0.316,0.316,1.0,False
14.52,3,0.577,0.0,2.0,False
14.52,4,0.316,0.316,1.0,False
14.52,4,0.5,0.0,2.0,False
14.52,5,0.316,0.316,1.0,False
14.52,5,0.447,0.001,2.0,False
14.56,1,0.316,0.316,1.0,False
14.56,1,1.0,0.0,2.0,True
14.56,2,0.316,0.316,1.0,False
14.56,2,0.707,0.0,2.0,False
14.56,3,0.316,0.316,1.0,False
14.56,3,0.577,0.0,2.0,False
14.56,4,0.316,0.316,1.0,False
14.56,4,0.5,0.0,2.0,False
14.56,5,0.316,0.316,1.0,False
14.56,5,0.447,0.001,2.0,False
14.6,1,0.316,0.316,1.0,False
14.6,1,1.0,0.0,2.0,True
14.6,2,0.316,0.316,1.0,False
14.6,2,0.707,0.0,2.0,False
14.6,3,0.316,0.316,1.0,False
14.6,3,0.577,0.0,2.0,False
14.6,4,0.316,0.316,1.0,False
14.6,4,0.5,0.0,2.0,False
14.6,5,0.316,0.316,1.0,False
14.6,5,0.447,0.001,2.0,False
14.64,1,0.316,0.316,1.0,False
14.64,1,1.0,0.0,2.0,True
14.64,2,0.316,0.316,1.0,False
14.64,2,0.707,0.0,2.0,False
14.64,3,0.316,0.316,1.0,False
14.64,3,0.577,0.0,2.0,False
14.64,4,0.316,0.316,1.0,False
14.64,4,0.5,0.0,2.0,False
14.64,5,0.316,0.316,1.0,False
14.64,5,0.447,0.001,2.0,False
14.68,1,0.316,0.316,1.0,False
14.68,1,1.0,0.0,2.0,True
14.68,2,0.316,0.316,1.0,False
14.68,2,0.707,0.0,2.0,False
14.68,3,0.316,0.316,1.0,False
14.68,3,0.577,0.0,2.0,False
14.68,4,0.316,0.316,1.0,False
14.68,4,0.5,0.0,2.0,False
14.68,5,0.316,0.316,1.0,False
14.68,5,0.447,0.001,2.0,False
14.72,1,0.316,0.316,1.0,False
14.72,1,1.0,0.0,2.0,True
14.72,2,0.316,0.316,1.0,False
14.72,2,0.707,0.0,2.0,False
14.72,3,0.316,0.316,1.0,False
14.72,3,0.577,0.0,2.0,False
14.72,4,0.316,0.316,1.0,False
14.72,4,0.5,0.0,2.0,False
14.72,5,0.316,0.316,1.0,False
14.72,5,0.447,0.001,2.0,False
14.76,1,0.316,0.316,1.0,False
14.76,1,1.0,0.0,2.0,True
14.76,2,0.316,0.316,1.0,False
14.76,2,0.707,0.0,2.0,False
14.76,3,0.316,0.316,1.0,False
14.76,3,0.577,0.0,2.0,False
14.76,4,0.316,0.316,1.0,False
14.76,4,0.5,0.0,2.0,False
14.76,5,0.316,0.316,1.0,False
14.76,5,0.447,0.001,2.0,False
14.8,1,0.316,0.316,1.0,False
14.8,1,1.0,0.0,2.0,True
14.8,2,0.316,0.316,1.0,False
14.8,2,0.707,0.0,2.0,False
14.8,3,0.316,0.316,1.0,False
14.8,3,0.577,0.0,2.0,False
14.8,4,0.316,0.316,1.0,False
14.8,4,0.5,0.0,2.0,False
14.8,5,0.316,0.316,1.0,False
14.8,5,0.447,0.001,2.0,False
14.84,1,0.316,0.316,1.0,False
14.84,1,1.0,0.0,2.0,True
14.84,2,0.316,0.316,1.0,False
14.84,2,0.707,0.0,2.0,False
14.84,3,0.316,0.316,1.0,False
14.84,3,0.577,0.0,2.0,False
14.84,4,0.316,0.316,1.0,False
14.84,4,0.5,0.0,2.0,False
14.84,5,0.316,0.316,1.0,False
14.84,5,0.447,0.001,2.0,False
14.88,1,0.316,0.316,1.0,False
14.88,1,1.0,0.0,2.0,True
14.88,2,0.316,0.316,1.0,False
14.88,2,0.707,0.0,2.0,False
14.88,3,0.316,0.316,1.0,False
14.88,3,0.577,0.0,2.0,False
14.88,4,0.316,0.316,1.0,False
14.88,4,0.5,0.0,2.0,False
14.88,5,0.316,0.316,1.0,False
14.88,5,0.447,0.001,2.0,False
14.92,1,0.316,0.316,1.0,False
14.92,1,1.0,0.0,2.0,True
14.92,2,0.316,0.316,1.0,False
14.92,2,0.707,0.0,2.0,False
14.92,3,0.316,0.316,1.0,False
14.92,3,0.577,0.0,2.0,False
14.92,4,0.316,0.316,1.0,False
14.92,4,0.5,0.0,2.0,False
14.92,5,0.316,0.316,1.0,False
14.92,5,0.447,0.001,2.0,False
14.96,1,0.316,0.316,1.0,False
14.96,1,1.0,0.0,2.0,True
14.96,2,0.316,0.316,1.0,False
14.96,2,0.707,0.0,2.0,False
14.96,3,0.316,0.316,1.0,False
14.96,3,0.577,0.0,2.0,False
14.96,4,0.316,0.316,1.0,False
14.96,4,0.5,0.0,2.0,False
14.96,5,0.316,0.316,1.0,False
14.96,5,0.447,0.001,2.0,False
15.0,1,0.316,0.316,1.0,False
15.0,1,1.0,0.0,2.0,True
15.0,2,0.316,0.316,1.0,False
15.0,2,0.707,0.0,2.0,False
15.0,3,0.316,0.316,1.0,False
15.0,3,0.577,0.0,2.0,False
15.0,4,0.316,0.316,1.0,False
15.0,4,0.5,0.0,2.0,False
15.0,5,0.316,0.316,1.0,False
15.0,5,0.447,0.001,2.0,False
15.040000000000001,1,0.316,0.316,1.0,False
15.040000000000001,1,1.0,0.0,2.0,True
15.040000000000001,2,0.316,0.316,1.0,False
15.040000000000001,2,0.707,0.0,2.0,False
15.040000000000001,3,0.316,0.316,1.0,False
15.040000000000001,3,0.577,0.0,2.0,False
15.040000000000001,4,0.316,0.316,1.0,False
15.040000000000001,4,0.5,0.0,2.0,False
