beta,n_1,s_1,s_2,group,stable
4.2,3,0.567,0.07,2.0,False
4.2,4,0.316,0.316,1.0,True
4.2,4,0.487,0.093,2.0,False
4.2,5,0.316,0.316,1.0,True
4.2,5,0.433,0.113,2.0,False
4.24,1,0.316,0.316,1.0,True
4.24,1,0.999,0.015,2.0,True
4.24,2,0.316,0.316,1.0,True
4.24,2,0.702,0.043,2.0,False
4.24,3,0.316,0.316,1.0,True
4.24,3,0.568,0.068,2.0,False
4.24,4,0.316,0.316,1.0,True
4.24,4,0.488,0.091,2.0,False
4.24,5,0.316,0.316,1.0,True
4.24,5,0.433,0.11,2.0,False
4.28,1,0.316,0.316,1.0,True
4.28,1,0.999,0.015,2.0,True
4.28,2,0.316,0.316,1.0,True
4.28,2,0.702,0.042,2.0,False
4.28,3,0.316,0.316,1.0,True
4.28,3,0.568,0.066,2.0,False
4.28,4,0.316,0.316,1.0,True
4.28,4,0.488,0.088,2.0,False
4.28,5,0.316,0.316,1.0,True
4.28,5,0.434,0.107,2.0,False
4.32,1,0.316,0.316,1.0,True
4.32,1,0.999,0.014,2.0,True
4.32,2,0.316,0.316,1.0,True
4.32,2,0.703,0.04,2.0,False
4.32,3,0.316,0.316,1.0,True
4.32,3,0.569,0.064,2.0,False
4.32,4,0.316,0.316,1.0,True
4.32,4,0.489,0.086,2.0,False
4.32,5,0.316,0.316,1.0,True
4.32,5,0.435,0.104,2.0,False
4.36,1,0.316,0.316,1.0,True
4.36,1,0.999,0.014,2.0,True
4.36,2,0.316,0.316,1.0,True
4.36,2,0.703,0.039,2.0,False
4.36,3,0.316,0.316,1.0,True
4.36,3,0.569,0.062,2.0,False
4.36,4,0.316,0.316,1.0,True
4.36,4,0.489,0.083,2.0,False
4.36,5,0.316,0.316,1.0,True
4.36,5,0.436,0.102,2.0,False
4.4,1,0.316,0.316,1.0,True
4.4,1,0.999,0.013,2.0,True
4.4,2,0.316,0.316,1.0,True
4.4,2,0.703,0.038,2.0,False
4.4,3,0.316,0.316,1.0,True
4.4,3,0.57,0.061,2.0,False
4.4,4,0.316,0.316,1.0,True
4.4,4,0.49,0.081,2.0,False
4.4,5,0.316,0.316,1.0,True
4.4,5,0.436,0.099,2.0,False
4.44,1,0.316,0.316,1.0,True
4.44,1,0.999,0.012,2.0,True
4.44,2,0.316,0.316,1.0,True
4.44,2,0.703,0.036,2.0,False
4.44,3,0.316,0.316,1.0,True
4.44,3,0.57,0.059,2.0,False
4.44,4,0.316,0.316,1.0,True
4.44,4,0.491,0.079,2.0,False
4.44,5,0.316,0.316,1.0,True
4.44,5,0.437,0.096,2.0,False
4.48,1,0.316,0.316,1.0,True
4.48,1,0.999,0.012,2.0,True
4.48,2,0.316,0.316,1.0,True
4.48,2,0.704,0.035,2.0,False
4.48,3,0.316,0.316,1.0,True
4.48,3,0.571,0.057,2.0,False
4.48,4,0.316,0.316,1.0,True
4.48,4,0.491,0.077,2.0,False
4.48,5,0.316,0.316,1.0,True
4.48,5,0.437,0.094,2.0,False
4.5200000000000005,1,0.316,0.316,1.0,True
4.5200000000000005,1,0.999,0.011,2.0,True
4.5200000000000005,2,0.316,0.316,1.0,True
4.5200000000000005,2,0.704,0.034,2.0,False
4.5200000000000005,3,0.316,0.316,1.0,True
4.5200000000000005,3,0.571,0.056,2.0,False
4.5200000000000005,4,0.316,0.316,1.0,True
4.5200000000000005,4,0.492,0.075,2.0,False
4.5200000000000005,5,0.316,0.316,1.0,True
4.5200000000000005,5,0.438,0.092,2.0,False
4.5600000000000005,1,0.316,0.316,1.0,True
4.5600000000000005,1,0.999,0.011,2.0,True
4.5600000000000005,2,0.316,0.316,1.0,True
4.5600000000000005,2,0.704,0.033,2.0,False
4.5600000000000005,3,0.316,0.316,1.0,True
4.5600000000000005,3,0.571,0.054,2.0,False
4.5600000000000005,4,0.316,0.316,1.0,True
4.5600000000000005,4,0.492,0.073,2.0,False
4.5600000000000005,5,0.316,0.316,1.0,True
4.5600000000000005,5,0.438,0.089,2.0,False
4.6000000000000005,1,0.316,0.316,1.0,True
4.6000000000000005,1,0.999,0.011,2.0,True
4.6000000000000005,2,0.316,0.316,1.0,True
4.6000000000000005,2,0.704,0.032,2.0,False
4.6000000000000005,3,0.316,0.316,1.0,True
4.6000000000000005,3,0.572,0.052,2.0,False
4.6000000000000005,4,0.316,0.316,1.0,True
4.6000000000000005,4,0.492,0.071,2.0,False
4.6000000000000005,5,0.316,0.316,1.0,True
4.6000000000000005,5,0.439,0.087,2.0,False
4.64,1,0.316,0.316,1.0,True
4.64,1,1.0,0.01,2.0,True
4.64,2,0.316,0.316,1.0,True
4.64,2,0.704,0.031,2.0,False
4.64,3,0.316,0.316,1.0,True
4.64,3,0.572,0.051,2.0,False
4.64,4,0.316,0.316,1.0,True
4.64,4,0.493,0.069,2.0,False
4.64,5,0.316,0.316,1.0,True
4.64,5,0.439,0.085,2.0,False
4.68,1,0.316,0.316,1.0,True
4.68,1,1.0,0.01,2.0,True
4.68,2,0.316,0.316,1.0,True
4.68,2,0.705,0.03,2.0,False
4.68,3,0.316,0.316,1.0,True
4.68,3,0.572,0.05,2.0,False
4.68,4,0.316,0.316,1.0,True
4.68,4,0.493,0.067,2.0,False
4.68,5,0.316,0.316,1.0,True
4.68,5,0.439,0.083,2.0,False
4.72,1,0.316,0.316,1.0,True
4.72,1,1.0,0.009,2.0,True
4.72,2,0.316,0.316,1.0,True
4.72,2,0.705,0.029,2.0,False
4.72,3,0.316,0.316,1.0,True
4.72,3,0.573,0.048,2.0,False
4.72,4,0.316,0.316,1.0,True
4.72,4,0.494,0.065,2.0,False
4.72,5,0.316,0.316,1.0,True
4.72,5,0.44,0.081,2.0,False
4.76,1,0.316,0.316,1.0,True
4.76,1,1.0,0.009,2.0,True
4.76,2,0.316,0.316,1.0,True
4.76,2,0.705,0.028,2.0,False
4.76,3,0.316,0.316,1.0,True
4.76,3,0.573,0.047,2.0,False
4.76,4,0.316,0.316,1.0,True
4.76,4,0.494,0.064,2.0,False
4.76,5,0.316,0.316,1.0,True
4.76,5,0.44,0.079,2.0,False
4.8,1,0.316,0.316,1.0,True
4.8,1,1.0,0.009,2.0,True
4.8,2,0.316,0.316,1.0,True
4.8,2,0.705,0.027,2.0,False
4.8,3,0.316,0.316,1.0,True
4.8,3,0.573,0.046,2.0,False
4.8,4,0.316,0.316,1.0,True
4.8,4,0.494,0.062,2.0,False
4.8,5,0.316,0.316,1.0,True
4.8,5,0.441,0.077,2.0,False
4.84,1,0.316,0.316,1.0,True
4.84,1,1.0,0.008,2.0,True
4.84,2,0.316,0.316,1.0,True
4.84,2,0.705,0.026,2.0,False
4.84,3,0.316,0.316,1.0,True
4.84,3,0.573,0.044,2.0,False
4.84,4,0.316,0.316,1.0,True
4.84,4,0.494,0.061,2.0,False
4.84,5,0.316,0.316,1.0,True
4.84,5,0.441,0.075,2.0,False
4.88,1,0.316,0.316,1.0,True
4.88,1,1.0,0.008,2.0,True
4.88,2,0.316,0.316,1.0,True
4.88,2,0.705,0.026,2.0,False
4.88,3,0.316,0.316,1.0,True
4.88,3,0.574,0.043,2.0,False
4.88,4,0.316,0.316,1.0,True
4.88,4,0.495,0.059,2.0,False
4.88,5,0.316,0.316,1.0,True
4.88,5,0.441,0.073,2.0,False
4.92,1,0.316,0.316,1.0,True
4.92,1,1.0,0.008,2.0,True
4.92,2,0.316,0.316,1.0,True
4.92,2,0.705,0.025,2.0,False
4.92,3,0.316,0.316,1.0,True
4.92,3,0.574,0.042,2.0,False
4.92,4,0.316,0.316,1.0,True
4.92,4,0.495,0.058,2.0,False
4.92,5,0.316,0.316,1.0,True
4.92,5,0.441,0.072,2.0,False
4.96,1,0.316,0.316,1.0,True
4.96,1,1.0,0.007,2.0,True
4.96,2,0.316,0.316,1.0,True
4.96,2,0.705,0.024,2.0,False
4.96,3,0.316,0.316,1.0,True
4.96,3,0.574,0.041,2.0,False
4.96,4,0.316,0.316,1.0,True
4.96,4,0.495,0.056,2.0,False
4.96,5,0.316,0.316,1.0,True
4.96,5,0.442,0.07,2.0,False
5.0,1,0.316,0.316,1.0,True
5.0,1,1.0,0.007,2.0,True
5.0,2,0.316,0.316,1.0,True
5.0,2,0.706,0.023,2.0,False
5.0,3,0.316,0.316,1.0,True
5.0,3,0.574,0.04,2.0,False
5.0,4,0.316,0.316,1.0,True
5.0,4,0.495,0.055,2.0,False
5.0,5,0.316,0.316,1.0,True
5.0,5,0.442,0.068,2.0,False
5.04,1,0.316,0.316,1.0,True
5.04,1,1.0,0.007,2.0,True
5.04,2,0.316,0.316,1.0,True
5.04,2,0.706,0.023,2.0,False
5.04,3,0.316,0.316,1.0,True
5.04,3,0.574,0.039,2.0,False
5.04,4,0.316,0.316,1.0,True
5.04,4,0.496,0.053,2.0,False
5.04,5,0.316,0.316,1.0,True
5.04,5,0.442,0.067,2.0,False
5.08,1,0.316,0.316,1.0,True
5.08,1,1.0,0.006,2.0,True
5.08,2,0.316,0.316,1.0,True
5.08,2,0.706,0.022,2.0,False
5.08,3,0.316,0.316,1.0,True
5.08,3,0.574,0.038,2.0,False
5.08,4,0.316,0.316,1.0,True
5.08,4,0.496,0.052,2.0,False
5.08,5,0.316,0.316,1.0,True
5.08,5,0.442,0.065,2.0,False
5.12,1,0.316,0.316,1.0,True
5.12,1,1.0,0.006,2.0,True
5.12,2,0.316,0.316,1.0,True
5.12,2,0.706,0.021,2.0,False
5.12,3,0.316,0.316,1.0,True
5.12,3,0.575,0.037,2.0,False
5.12,4,0.316,0.316,1.0,True
5.12,4,0.496,0.051,2.0,False
5.12,5,0.316,0.316,1.0,True
5.12,5,0.443,0.064,2.0,False
5.16,1,0.316,0.316,1.0,True
5.16,1,1.0,0.006,2.0,True
5.16,2,0.316,0.316,1.0,True
5.16,2,0.706,0.021,2.0,False
5.16,3,0.316,0.316,1.0,True
5.16,3,0.575,0.036,2.0,False
5.16,4,0.316,0.316,1.0,True
5.16,4,0.496,0.049,2.0,False
5.16,5,0.316,0.316,1.0,True
5.16,5,0.443,0.062,2.0,False
5.2,1,0.316,0.316,1.0,True
5.2,1,1.0,0.006,2.0,True
5.2,2,0.316,0.316,1.0,True
5.2,2,0.706,0.02,2.0,False
5.2,3,0.316,0.316,1.0,True
5.2,3,0.575,0.035,2.0,False
5.2,4,0.316,0.316,1.0,True
5.2,4,0.496,0.048,2.0,False
5.2,5,0.316,0.316,1.0,True
5.2,5,0.443,0.061,2.0,False
5.24,1,0.316,0.316,1.0,True
5.24,1,1.0,0.005,2.0,True
5.24,2,0.316,0.316,1.0,True
5.24,2,0.706,0.019,2.0,False
5.24,3,0.316,0.316,1.0,True
5.24,3,0.575,0.034,2.0,False
5.24,4,0.316,0.316,1.0,True
5.24,4,0.497,0.047,2.0,False
5.24,5,0.316,0.316,1.0,True
5.24,5,0.443,0.059,2.0,False
5.28,1,0.316,0.316,1.0,True
5.28,1,1.0,0.005,2.0,True
5.28,2,0.316,0.316,1.0,True
5.28,2,0.706,0.019,2.0,False
5.28,3,0.316,0.316,1.0,True
5.28,3,0.575,0.033,2.0,False
5.28,4,0.316,0.316,1.0,True
5.28,4,0.497,0.046,2.0,False
5.28,5,0.316,0.316,1.0,True
5.28,5,0.443,0.058,2.0,False
5.32,1,0.316,0.316,1.0,True
5.32,1,1.0,0.005,2.0,True
5.32,2,0.316,0.316,1.0,True
5.32,2,0.706,0.018,2.0,False
5.32,3,0.316,0.316,1.0,True
5.32,3,0.575,0.032,2.0,False
5.32,4,0.316,0.316,1.0,True
5.32,4,0.497,0.045,2.0,False
5.32,5,0.316,0.316,1.0,True
5.32,5,0.444,0.057,2.0,False
5.36,1,0.316,0.316,1.0,True
5.36,1,1.0,0.005,2.0,True
5.36,2,0.316,0.316,1.0,True
5.36,2,0.706,0.018,2.0,False
5.36,3,0.316,0.316,1.0,True
5.36,3,0.575,0.031,2.0,False
5.36,4,0.316,0.316,1.0,True
5.36,4,0.497,0.044,2.0,False
5.36,5,0.316,0.316,1.0,True
5.36,5,0.444,0.055,2.0,False
5.4,1,0.316,0.316,1.0,True
5.4,1,1.0,0.005,2.0,True
5.4,2,0.316,0.316,1.0,True
5.4,2,0.706,0.017,2.0,False
5.4,3,0.316,0.316,1.0,True
5.4,3,0.575,0.03,2.0,False
5.4,4,0.316,0.316,1.0,True
5.4,4,0.497,0.043,2.0,False
5.4,5,0.316,0.316,1.0,True
5.4,5,0.444,0.054,2.0,False
5.44,1,0.316,0.316,1.0,True
5.44,1,1.0,0.004,2.0,True
5.44,2,0.316,0.316,1.0,True
5.44,2,0.706,0.017,2.0,False
5.44,3,0.316,0.316,1.0,True
5.44,3,0.576,0.03,2.0,False
5.44,4,0.316,0.316,1.0,True
5.44,4,0.497,0.042,2.0,False
5.44,5,0.316,0.316,1.0,True
5.44,5,0.444,0.053,2.0,False
5.48,1,0.316,0.316,1.0,True
5.48,1,1.0,0.004,2.0,True
5.48,2,0.316,0.316,1.0,True
5.48,2,0.706,0.016,2.0,False
5.48,3,0.316,0.316,1.0,True
5.48,3,0.576,0.029,2.0,False
5.48,4,0.316,0.316,1.0,True
5.48,4,0.498,0.041,2.0,False
5.48,5,0.316,0.316,1.0,True
5.48,5,0.444,0.052,2.0,False
5.5200000000000005,1,0.316,0.316,1.0,True
5.5200000000000005,1,1.0,0.004,2.0,True
5.5200000000000005,2,0.316,0.316,1.0,True
5.5200000000000005,2,0.706,0.016,2.0,False
5.5200000000000005,3,0.316,0.316,1.0,True
5.5200000000000005,3,0.576,0.028,2.0,False
5.5200000000000005,4,0.316,0.316,1.0,True
5.5200000000000005,4,0.498,0.04,2.0,False
5.5200000000000005,5,0.316,0.316,1.0,True
5.5200000000000005,5,0.444,0.051,2.0,False
5.5600000000000005,1,0.316,0.316,1.0,True
5.5600000000000005,1,1.0,0.004,2.0,True
5.5600000000000005,2,0.316,0.316,1.0,True
5.5600000000000005,2,0.706,0.015,2.0,False
5.5600000000000005,3,0.316,0.316,1.0,True
5.5600000000000005,3,0.576,0.027,2.0,False
5.5600000000000005,4,0.316,0.316,1.0,True
5.5600000000000005,4,0.498,0.039,2.0,False
5.5600000000000005,5,0.316,0.316,1.0,True
5.5600000000000005,5,0.444,0.049,2.0,False
5.6000000000000005,1,0.316,0.316,1.0,True
5.6000000000000005,1,1.0,0.004,2.0,True
5.6000000000000005,2,0.316,0.316,1.0,True
5.6000000000000005,2,0.706,0.015,2.0,False
5.6000000000000005,3,0.316,0.316,1.0,True
5.6000000000000005,3,0.576,0.027,2.0,False
5.6000000000000005,4,0.316,0.316,1.0,True
5.6000000000000005,4,0.498,0.038,2.0,False
5.6000000000000005,5,0.316,0.316,1.0,True
5.6000000000000005,5,0.445,0.048,2.0,False
5.64,1,0.316,0.316,1.0,True
5.64,1,1.0,0.004,2.0,True
5.64,2,0.316,0.316,1.0,True
5.64,2,0.707,0.014,2.0,False
5.64,3,0.316,0.316,1.0,True
5.64,3,0.576,0.026,2.0,False
5.64,4,0.316,0.316,1.0,True
5.64,4,0.498,0.037,2.0,False
5.64,5,0.316,0.316,1.0,True
5.64,5,0.445,0.047,2.0,False
5.68,1,0.316,0.316,1.0,True
5.68,1,1.0,0.003,2.0,True
5.68,2,0.316,0.316,1.0,True
5.68,2,0.707,0.014,2.0,False
5.68,3,0.316,0.316,1.0,True
5.68,3,0.576,0.025,2.0,False
5.68,4,0.316,0.316,1.0,True
5.68,4,0.498,0.036,2.0,False
5.68,5,0.316,0.316,1.0,True
5.68,5,0.445,0.046,2.0,False
5.72,1,0.316,0.316,1.0,True
5.72,1,1.0,0.003,2.0,True
5.72,2,0.316,0.316,1.0,True
5.72,2,0.707,0.013,2.0,False
5.72,3,0.316,0.316,1.0,True
5.72,3,0.576,0.025,2.0,False
5.72,4,0.316,0.316,1.0,True
5.72,4,0.498,0.035,2.0,False
5.72,5,0.316,0.316,1.0,True
5.72,5,0.445,0.045,2.0,False
5.76,1,0.316,0.316,1.0,True
5.76,1,1.0,0.003,2.0,True
5.76,2,0.316,0.316,1.0,True
5.76,2,0.707,0.013,2.0,False
5.76,3,0.316,0.316,1.0,True
5.76,3,0.576,0.024,2.0,False
5.76,4,0.316,0.316,1.0,True
5.76,4,0.498,0.034,2.0,False
5.76,5,0.316,0.316,1.0,True
5.76,5,0.445,0.044,2.0,False
5.8,1,0.316,0.316,1.0,True
5.8,1,1.0,0.003,2.0,True
5.8,2,0.316,0.316,1.0,True
5.8,2,0.707,0.013,2.0,False
5.8,3,0.316,0.316,1.0,True
5.8,3,0.576,0.023,2.0,False
5.8,4,0.316,0.316,1.0,True
5.8,4,0.498,0.034,2.0,False
5.8,5,0.316,0.316,1.0,True
5.8,5,0.445,0.043,2.0,False
5.84,1,0.316,0.316,1.0,True
5.84,1,1.0,0.003,2.0,True
5.84,2,0.316,0.316,1.0,True
5.84,2,0.707,0.012,2.0,False
5.84,3,0.316,0.316,1.0,True
5.84,3,0.576,0.023,2.0,False
5.84,4,0.316,0.316,1.0,True
5.84,4,0.498,0.033,2.0,False
5.84,5,0.316,0.316,1.0,True
5.84,5,0.445,0.042,2.0,False
5.88,1,0.316,0.316,1.0,True
5.88,1,1.0,0.003,2.0,True
5.88,2,0.316,0.316,1.0,True
5.88,2,0.707,0.012,2.0,False
5.88,3,0.316,0.316,1.0,True
5.88,3,0.576,0.022,2.0,False
5.88,4,0.316,0.316,1.0,True
5.88,4,0.498,0.032,2.0,False
5.88,5,0.316,0.316,1.0,True
5.88,5,0.445,0.041,2.0,False
5.92,1,0.316,0.316,1.0,True
5.92,1,1.0,0.003,2.0,True
5.92,2,0.316,0.316,1.0,True
5.92,2,0.707,0.012,2.0,False
5.92,3,0.316,0.316,1.0,True
5.92,3,0.576,0.022,2.0,False
5.92,4,0.316,0.316,1.0,True
5.92,4,0.499,0.031,2.0,False
5.92,5,0.316,0.316,1.0,True
5.92,5,0.445,0.041,2.0,False
5.96,1,0.316,0.316,1.0,True
5.96,1,1.0,0.003,2.0,True
5.96,2,0.316,0.316,1.0,True
5.96,2,0.707,0.011,2.0,False
5.96,3,0.316,0.316,1.0,True
5.96,3,0.576,0.021,2.0,False
5.96,4,0.316,0.316,1.0,True
5.96,4,0.499,0.031,2.0,False
5.96,5,0.316,0.316,1.0,True
5.96,5,0.445,0.04,2.0,False
6.0,1,0.316,0.316,1.0,True
6.0,1,1.0,0.003,2.0,True
6.0,2,0.316,0.316,1.0,True
6.0,2,0.707,0.011,2.0,False
6.0,3,0.316,0.316,1.0,True
6.0,3,0.576,0.021,2.0,False
6.0,4,0.316,0.316,1.0,True
6.0,4,0.499,0.03,2.0,False
6.0,5,0.316,0.316,1.0,True
6.0,5,0.446,0.039,2.0,False
6.04,1,0.316,0.316,1.0,True
6.04,1,1.0,0.002,2.0,True
6.04,2,0.316,0.316,1.0,True
6.04,2,0.707,0.011,2.0,False
6.04,3,0.316,0.316,1.0,True
6.04,3,0.577,0.02,2.0,False
6.04,4,0.316,0.316,1.0,True
6.04,4,0.499,0.029,2.0,False
6.04,5,0.316,0.316,1.0,True
6.04,5,0.446,0.038,2.0,False
6.08,1,0.316,0.316,1.0,True
6.08,1,1.0,0.002,2.0,True
6.08,2,0.316,0.316,1.0,True
6.08,2,0.707,0.01,2.0,False
6.08,3,0.316,0.316,1.0,True
6.08,3,0.577,0.019,2.0,False
6.08,4,0.316,0.316,1.0,True
6.08,4,0.499,0.029,2.0,False
6.08,5,0.316,0.316,1.0,True
6.08,5,0.446,0.037,2.0,False
6.12,1,0.316,0.316,1.0,True
6.12,1,1.0,0.002,2.0,True
6.12,2,0.316,0.316,1.0,True
6.12,2,0.707,0.01,2.0,False
6.12,3,0.316,0.316,1.0,True
6.12,3,0.577,0.019,2.0,False
6.12,4,0.316,0.316,1.0,True
6.12,4,0.499,0.028,2.0,False
6.12,5,0.316,0.316,1.0,True
6.12,5,0.446,0.036,2.0,False
6.16,1,0.316,0.316,1.0,True
6.16,1,1.0,0.002,2.0,True
6.16,2,0.316,0.316,1.0,True
6.16,2,0.707,0.01,2.0,False
6.16,3,0.316,0.316,1.0,True
6.16,3,0.577,0.019,2.0,False
6.16,4,0.316,0.316,1.0,True
6.16,4,0.499,0.027,2.0,False
6.16,5,0.316,0.316,1.0,True
6.16,5,0.446,0.036,2.0,False
6.2,1,0.316,0.316,1.0,True
6.2,1,1.0,0.002,2.0,True
6.2,2,0.316,0.316,1.0,True
6.2,2,0.707,0.009,2.0,False
6.2,3,0.316,0.316,1.0,True
6.2,3,0.577,0.018,2.0,False
6.2,4,0.316,0.316,1.0,True
6.2,4,0.499,0.027,2.0,False
6.2,5,0.316,0.316,1.0,True
6.2,5,0.446,0.035,2.0,False
6.24,1,0.316,0.316,1.0,True
6.24,1,1.0,0.002,2.0,True
6.24,2,0.316,0.316,1.0,True
6.24,2,0.707,0.009,2.0,False
6.24,3,0.316,0.316,1.0,True
6.24,3,0.577,0.018,2.0,False
6.24,4,0.316,0.316,1.0,True
6.24,4,0.499,0.026,2.0,False
6.24,5,0.316,0.316,1.0,True
6.24,5,0.446,0.034,2.0,False
6.28,1,0.316,0.316,1.0,True
6.28,1,1.0,0.002,2.0,True
6.28,2,0.316,0.316,1.0,True
6.28,2,0.707,0.009,2.0,False
6.28,3,0.316,0.316,1.0,True
6.28,3,0.577,0.017,2.0,False
6.28,4,0.316,0.316,1.0,True
6.28,4,0.499,0.026,2.0,False
6.28,5,0.316,0.316,1.0,True
6.28,5,0.446,0.033,2.0,False
6.32,1,0.316,0.316,1.0,True
6.32,1,1.0,0.002,2.0,True
6.32,2,0.316,0.316,1.0,True
6.32,2,0.707,0.009,2.0,False
6.32,3,0.316,0.316,1.0,True
6.32,3,0.577,0.017,2.0,False
6.32,4,0.316,0.316,1.0,True
6.32,4,0.499,0.025,2.0,False
6.32,5,0.316,0.316,1.0,True
6.32,5,0.446,0.033,2.0,False
6.36,1,0.316,0.316,1.0,True
6.36,1,1.0,0.002,2.0,True
6.36,2,0.316,0.316,1.0,True
6.36,2,0.707,0.008,2.0,False
6.36,3,0.316,0.316,1.0,True
6.36,3,0.577,0.016,2.0,False
6.36,4,0.316,0.316,1.0,True
6.36,4,0.499,0.024,2.0,False
6.36,5,0.316,0.316,1.0,True
6.36,5,0.446,0.032,2.0,False
6.4,1,0.316,0.316,1.0,True
6.4,1,1.0,0.002,2.0,True
6.4,2,0.316,0.316,1.0,True
6.4,2,0.707,0.008,2.0,False
6.4,3,0.316,0.316,1.0,True
6.4,3,0.577,0.016,2.0,False
6.4,4,0.316,0.316,1.0,True
6.4,4,0.499,0.024,2.0,False
6.4,5,0.316,0.316,1.0,True
6.4,5,0.446,0.031,2.0,False
6.44,1,0.316,0.316,1.0,True
6.44,1,1.0,0.002,2.0,True
6.44,2,0.316,0.316,1.0,True
6.44,2,0.707,0.008,2.0,False
6.44,3,0.316,0.316,1.0,True
6.44,3,0.577,0.016,2.0,False
6.44,4,0.316,0.316,1.0,True
6.44,4,0.499,0.023,2.0,False
6.44,5,0.316,0.316,1.0,True
6.44,5,0.446,0.031,2.0,False
6.48,1,0.316,0.316,1.0,True
6.48,1,1.0,0.002,2.0,True
6.48,2,0.316,0.316,1.0,True
6.48,2,0.707,0.008,2.0,False
6.48,3,0.316,0.316,1.0,True
6.48,3,0.577,0.015,2.0,False
6.48,4,0.316,0.316,1.0,True
6.48,4,0.499,0.023,2.0,False
6.48,5,0.316,0.316,1.0,True
6.48,5,0.446,0.03,2.0,False
6.5200000000000005,1,0.316,0.316,1.0,True
6.5200000000000005,1,1.0,0.001,2.0,True
6.5200000000000005,2,0.316,0.316,1.0,True
6.5200000000000005,2,0.707,0.007,2.0,False
6.5200000000000005,3,0.316,0.316,1.0,True
6.5200000000000005,3,0.577,0.015,2.0,False
6.5200000000000005,4,0.316,0.316,1.0,True
6.5200000000000005,4,0.499,0.022,2.0,False
6.5200000000000005,5,0.316,0.316,1.0,True
6.5200000000000005,5,0.446,0.029,2.0,False
6.5600000000000005,1,0.316,0.316,1.0,True
6.5600000000000005,1,1.0,0.001,2.0,True
6.5600000000000005,2,0.316,0.316,1.0,True
6.5600000000000005,2,0.707,0.007,2.0,False
6.5600000000000005,3,0.316,0.316,1.0,True
6.5600000000000005,3,0.577,0.014,2.0,False
6.5600000000000005,4,0.316,0.316,1.0,True
6.5600000000000005,4,0.499,0.022,2.0,False
6.5600000000000005,5,0.316,0.316,1.0,True
6.5600000000000005,5,0.446,0.029,2.0,False
6.6000000000000005,1,0.316,0.316,1.0,True
6.6000000000000005,1,1.0,0.001,2.0,True
6.6000000000000005,2,0.316,0.316,1.0,True
6.6000000000000005,2,0.707,0.007,2.0,False
6.6000000000000005,3,0.316,0.316,1.0,True
6.6000000000000005,3,0.577,0.014,2.0,False
6.6000000000000005,4,0.316,0.316,1.0,True
6.6000000000000005,4,0.499,0.021,2.0,False
6.6000000000000005,5,0.316,0.316,1.0,True
6.6000000000000005,5,0.446,0.028,2.0,False
6.640000000000001,1,0.316,0.316,1.0,True
6.640000000000001,1,1.0,0.001,2.0,True
6.640000000000001,2,0.316,0.316,1.0,True
6.640000000000001,2,0.707,0.007,2.0,False
6.640000000000001,3,0.316,0.316,1.0,True
6.640000000000001,3,0.577,0.014,2.0,False
6.640000000000001,4,0.316,0.316,1.0,True
6.640000000000001,4,0.499,0.021,2.0,False
6.640000000000001,5,0.316,0.316,1.0,True
6.640000000000001,5,0.446,0.028,2.0,False
6.68,1,0.316,0.316,1.0,True
6.68,1,1.0,0.001,2.0,True
6.68,2,0.316,0.316,1.0,True
6.68,2,0.707,0.007,2.0,False
6.68,3,0.316,0.316,1.0,True
6.68,3,0.577,0.013,2.0,False
6.68,4,0.316,0.316,1.0,True
6.68,4,0.499,0.02,2.0,False
6.68,5,0.316,0.316,1.0,True
6.68,5,0.446,0.027,2.0,False
6.72,1,0.316,0.316,1.0,True
6.72,1,1.0,0.001,2.0,True
6.72,2,0.316,0.316,1.0,True
6.72,2,0.707,0.006,2.0,False
6.72,3,0.316,0.316,1.0,True
6.72,3,0.577,0.013,2.0,False
6.72,4,0.316,0.316,1.0,True
6.72,4,0.499,0.02,2.0,False
6.72,5,0.316,0.316,1.0,True
6.72,5,0.446,0.027,2.0,False
6.76,1,0.316,0.316,1.0,True
6.76,1,1.0,0.001,2.0,True
6.76,2,0.316,0.316,1.0,True
6.76,2,0.707,0.006,2.0,False
6.76,3,0.316,0.316,1.0,True
6.76,3,0.577,0.013,2.0,False
6.76,4,0.316,0.316,1.0,True
6.76,4,0.499,0.019,2.0,False
6.76,5,0.316,0.316,1.0,True
6.76,5,0.446,0.026,2.0,False
6.8,1,0.316,0.316,1.0,True
6.8,1,1.0,0.001,2.0,True
6.8,2,0.316,0.316,1.0,True
6.8,2,0.707,0.006,2.0,False
6.8,3,0.316,0.316,1.0,True
6.8,3,0.577,0.012,2.0,False
6.8,4,0.316,0.316,1.0,True
6.8,4,0.499,0.019,2.0,False
6.8,5,0.316,0.316,1.0,True
6.8,5,0.446,0.026,2.0,False
6.84,1,0.316,0.316,1.0,True
6.84,1,1.0,0.001,2.0,True
6.84,2,0.316,0.316,1.0,True
6.84,2,0.707,0.006,2.0,False
6.84,3,0.316,0.316,1.0,True
6.84,3,0.577,0.012,2.0,False
6.84,4,0.316,0.316,1.0,True
6.84,4,0.499,0.019,2.0,False
6.84,5,0.316,0.316,1.0,True
6.84,5,0.447,0.025,2.0,False
6.88,1,0.316,0.316,1.0,True
6.88,1,1.0,0.001,2.0,True
6.88,2,0.316,0.316,1.0,True
6.88,2,0.707,0.006,2.0,False
6.88,3,0.316,0.316,1.0,True
6.88,3,0.577,0.012,2.0,False
6.88,4,0.316,0.316,1.0,True
6.88,4,0.5,0.018,2.0,False
6.88,5,0.316,0.316,1.0,True
